Page ID,Page name,Disclaimer,Amount spent (HUF)
109637397268775,Nyugati Pályán,Splendidea Communications Kft,18335
120370174702378,Magyarország Kormánya,Magyarország Kormánya,12929
1237616006358749,Kékes Online,Kékes Online,8498
101581945499216,Budapest Beszél,Budapest Beszél,6462
178362315106,European Parliament,European Parliament,5356
191461774219575,hirado.hu,hirado.hu,4711
543788999005363,ORIGO,Mediaworks Hungary Zrt.,4487
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,3610
294815374340858,Donáth Anna,Momentum Mozgalom,2354
129255963785124,Heol.hu,Heol.hu,1985
1122781531137859,Ellenszél,Ellenszél,1879
1534911313439123,Ripost,Ripost,1831
264517713636590,PestiSracok.hu,PestiSrácok.hu,1729
2257104034609538,Mirkóczki Zita,Mirkóczki Zita,1283
594088897289853,Alapjogokért Központ,Alapjogokért Központ,1279
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,1203
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,1192
248172631940,Mandiner,Mediaworks Hungary Zrt.,1112
109414841321682,Magyar Falu Program,Magyar Falu Program,1002
1584646591763647,Kanász-Nagy Máté,LMP - Magyarország Zöld Pártja,996
537817739693723,Brain Bar,Brain Bar,899
1869511526651884,Zsigmond Barna Pál,Fidesz,834
108969903815752,Farkas Attila,Farkas Attila,730
592204747588011,Momentum Mozgalom,Momentum Mozgalom,641
106280224056208,Gelencsér Ferenc,Momentum Mozgalom,630
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,538
104173410954523,Oroján Sándor,Oroján Sándor,524
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,494
100905288315705,Jelen hetilap,Liberty Press Kft.,487
1487569941539650,Tanítanék,Humán Platform,476
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,447
376436808069,Eventim - Ticket Express Hungary,TEX Hungary Kft.,447
851784814892644,Simicskó István,KDNP frakció,419
107191441126275,MKKP Eger,Magyar Kétfarkú Kutya Párt,405
102134422264113,MKKP Mezőkövesd és környéke,Magyar Kétfarkú Kutya Párt,388
100401808007704,EzaLényeg.hu,EzaLényeg.hu,353
