Page ID,Page name,Disclaimer,Amount spent (USD)
423959844449548,Naseer Ahamed,Naseer Ahamed,≤100
615715978614911,Shiraz Yoonus,Shiraz Yoonus,≤100
1455075774809484,Hashtag Generation,Hashtag Generation,≤100
107341371550141,Arogya Herbal,Arogya Herbal,≤100
1974019439531734,Daily topics LK,Subash Rathnayake,≤100
160578147843,Metropolitan College,Mohammed Ismail Mohammed Ihzaz,≤100
107384742126815,DVA For Animal Welfare Bill Sri Lanka,Dharma Voices for Animals,≤100
371171589575669,China.org.cn,These ads ran without a disclaimer,≤100
102557421628605,Media Empowerment for a Democratic Sri Lanka - MEND,IREX MEND,≤100
68916609029,Namal Rajapaksa,Namal Rajapaksa,≤100
882871815186453,ඇඩ්වොකාටා AdvocataPlus,Advocata Institute,≤100
134945406697098,International Finance,These ads ran without a disclaimer,≤100
