Page ID,Page name,Disclaimer,Amount spent (JMD)
115526744809646,cordellahyl,These ads ran without a disclaimer,308
183757271681416,The Governor-General's Programme for Excellence - GGPE,The Governor-General's Programme for Excellence,≤100
114507271987242,IVECA International Virtual Schooling,These ads ran without a disclaimer,≤100
