Page ID,Page name,Disclaimer,Amount spent (UYU)
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,≤100
860395507438977,Compromiso con el Cambio,Compromiso con el Cambio,≤100
225968600759645,Andrés Lima,Andrés Lima,≤100
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,≤100
113083136854643,Diputado Martín Melazzi,These ads ran without a disclaimer,≤100
102962505531285,Re-Elegime.Uy,These ads ran without a disclaimer,≤100
308762172579887,Rodrigo Goñi Reyes,Rodrigo Goñi Reyes,≤100
294017310722101,Senador Dupont,These ads ran without a disclaimer,≤100
280128215347173,91.3 FM San Ramón,These ads ran without a disclaimer,≤100
107291885377409,PS 90 - Ediles  de Flores,These ads ran without a disclaimer,≤100
1518216038506999,CRI - Rádio Internacional da China,These ads ran without a disclaimer,≤100
530640683655093,President,These ads ran without a disclaimer,≤100
