Page ID,Page name,Disclaimer,Amount spent (HNL)
1619479898324505,Partido Liberal de Honduras,Partido Liberal de Honduras,197
1392592317738074,Jorge Cálix,Jorge Cálix,≤100
158158757637896,Alianza Paz y Justicia,Alianza Paz y Justicia,≤100
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,≤100
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
103825695591860,Josue Colindres Diputado,Johana Elizabeth Colindres Castellanos,≤100
1407514189462890,Carlos Master Muñoz,These ads ran without a disclaimer,≤100
116308369063243,Kambria,These ads ran without a disclaimer,≤100
324014361275123,ETprojectMusic,These ads ran without a disclaimer,≤100
946133165540703,Expediente Público,These ads ran without a disclaimer,≤100
