Page ID,Page name,Disclaimer,Amount spent (TRY)
510344522371733,Oy ve Ötesi,Oy ve Ötesi,122
107621395263001,Bilge Yılmaz,Bilge Yılmaz,≤100
183754020921,Saadet Partisi,Saadet Partisi,≤100
158829607558395,Milliyetçi Hareket Partisi (MHP),Milliyetçi Hareket Partisi (MHP),≤100
103041999415112,Av. Hasan GÜR,Servet Törer,≤100
101495115896210,Abdullah Özdemir,Abdullah Özdemir,≤100
106789305232883,وكالة الشرق الأوسط الإخبارية,وكالة الشرق الأوسط الإخبارية,≤100
102841632670929,Türkiye Gönüllüleri,Türkiye Gönüllüleri,≤100
102191762736431,Murat Toycan Selçuk,Digivizyon Reklamcılık,≤100
101490908746353,Zafer Partisi,Zafer Partisi,≤100
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,≤100
462963834529864,Levent Uysal,Levent Uysal,≤100
108107585034488,Bahadır Erdem,Bahadır Erdem,≤100
101762502501680,Komşu Kızı,Komşu Kızı,≤100
212556146253726,Allah Yolunda,Allah Yolunda,≤100
459314071262613,Zeynettin Aydın,Zeynettin Aydın,≤100
2256740437921271,Uzundere Belediye Başkanı Hilmi Aktoprak,Hilmi Aktoprak,≤100
851556338241562,Ayşen Kurt,Ayşen Kurt,≤100
106176168944640,Dr. Durmuş Ali Arslan,Dr. Durmuş Ali Arslan,≤100
107924807410702,Samet Bağcı,Samet Bağcı,≤100
105376981385020,Referandom,Referandom,≤100
108390012832175,Fatih Akkentli,Fatih Akkentli,≤100
2122382917784550,Şeref Albayrak Halfeti Belediye Başkanı,Şeref Albayrak Halfeti Belediye Başkanı,≤100
283657205667155,Mustafa Ali Fırtına,Mustafa Ali Firtina,≤100
162643753879231,Deniz Köken,Deniz Köken,≤100
107697891852648,Birsen Öztürk,Birsen Öztürk,≤100
104691722197784,صحيفة الاستقلال - العربية,صحيفة الاستقلال,≤100
106187277979172,Dijital Gaste,Veysel Karahan,≤100
450603291709606,Dava Adamları,Burak Rahat,≤100
106561381741274,Promosyon Kahve,GANİTTO GIDA SANAYİ VE TİCARET ANONİM ŞİRKETİ,≤100
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,≤100
100450405705894,Zafer Partisi Fethiye İlçe Başkanlığı,Sait Ertürk,≤100
1572709256359993,İnternethaber TV,HADİ ÖZIŞIK,≤100
1320256987987839,Kadın Birliği,Kadın Birliği,≤100
1597613193844586,Cumhurbaşkanı Kılıçdaroğlu,Cumhurbaşkanı Kılıçdaroğlu,≤100
121488054213877,Ahmet Çayırlı,Ahmet Cayirli,≤100
100345912204104,Nuri Cengiz,Cumhuriyet Halk Partisi,≤100
113229965003082,AK Parti/MHP/BBP Cumhur İttifakı,Erol Cihangir,≤100
1093516560666635,Asrın Adamları,Huseyin Rahat,≤100
102186155957191,Seçim Hattı,Seçim Hattı,≤100
1620080691588973,Serkan SARI,Serkan Sarı,≤100
101315571670453,Webagron Tarımsal İçerik Platformu,Webagron Tarımsal İçerik Platformu,≤100
