Page ID,Page name,Disclaimer,Amount spent (DKK)
65929129383,Røde Kors,Røde Kors,2047
101875098313543,Andel,Andel,1977
59143726810,Psykiatrifonden,Psykiatrifonden,1947
26458152911,SOS Børnebyerne,SOS Børnebyerne,871
116269191760882,DSB,DSB,796
167891603415958,Lederne,These ads ran without a disclaimer,767
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,496
72672361910,Børns Vilkår,Børns Vilkår,466
399210657232918,PlanBørnefonden,PlanBørnefonden,448
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,440
12787473132,Berlingske,Berlingske,438
108041771950114,Danmarksdemokraterne,Danmarksdemokraterne,412
55365680705,Greenpeace Danmark,Greenpeace Danmark,346
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,339
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,282
304554445813,Videncentret Bolius,Videncentret Bolius,226
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,221
22030968736,Anima,Anima,202
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,192
377809518910165,Netcompany,Netcompany,186
304554445813,Videncentret Bolius,Bolius,156
133707013355759,Danner,Danner,156
102154048301476,Lederstof.dk,Lederne,154
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,149
41459763029,Socialdemokratiet,Socialdemokratiet,133
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,127
178362315106,European Parliament,European Parliament,112
246977185497434,Plastic Change,Plastic Change,109
181330585392156,Skattestyrelsen,Skattestyrelsen,103
529124290474705,Nikolaj Villumsen,Enhedslisten,≤100
63691965101,UNICEF Danmark,UNICEF Danmark,≤100
26573783230,Dyrenes Alliance,Dyrenes Alliance,≤100
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,≤100
748887235210811,Obton Forvaltning A/S,Obton A/S,≤100
17428770950,RÆSON,RÆSON,≤100
250994288337708,Sex og Samfund,Sex og Samfund,≤100
1704812646456237,SEGES i marken,SEGES Innovation P/S,≤100
369336273158091,Land of Hope,Land of Hope,≤100
128700897207990,Europa-Parlamentet i Danmark,Europa-Parlamentet i Danmark,≤100
1684646181850363,TjekDet,TjekDet,≤100
113682151995658,Venstre i Varde kommune,Venstre i Varde kommune,≤100
287306323369,Børnecancerfonden,Børnecancerfonden,≤100
