Page ID,Page name,Disclaimer,Amount spent (TND)
298861020736,فرانس 24 / FRANCE 24 Arabic,These ads ran without a disclaimer,≤100
162201717132679,CFT Ariana,These ads ran without a disclaimer,≤100
318382658290059,Oxygene Tunisie,These ads ran without a disclaimer,≤100
248547585333443,قناة الغد Alghad TV,These ads ran without a disclaimer,≤100
471863683008000,الشبكة العربية للمؤسسات الوطنية لحقوق الإنسان,These ads ran without a disclaimer,≤100
