Page ID,Page name,Disclaimer,Amount spent (HNL)
1392592317738074,Jorge Cálix,Jorge Cálix,2167
114601521910,Jorge Aldana,Jorge  Aldana,1771
703368406666619,Vox Populi HN,Vox Populi HN,1194
112724021787834,Por Nuestros Hijos,Con Mis Hijos No Te Metas HN,307
114912491193414,Secretaría de Infraestructura y Transporte,Secretaría de Infraestructura y Transporte,246
109580408013707,Francisco Flores,Francisco Miguel Flores Guifarro,131
104830691915040,aehrler2009,These ads ran without a disclaimer,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
103874242354782,Mayra Katarina Barck,These ads ran without a disclaimer,≤100
1047750315359377,Tato Loucel,Edgardo  Hernan Loucel Aguilera,≤100
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100
107029964338157,Mario Argeñal,Mario Rafel Argeñal Medina,≤100
1428408544046887,Flacso Uruguay,These ads ran without a disclaimer,≤100
2261413827506055,Diálogo Político,These ads ran without a disclaimer,≤100
102207552798601,Youth clicks,These ads ran without a disclaimer,≤100
