Page ID,Page name,Disclaimer,Amount spent (ILS)
403470203161681,"קרן רש""י - Rashi Foundation","קרן רש""י לצמצום פערים חברתיים",≤100
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,≤100
110630465693098,Yedidut Toronto ידידות טורונטו,ידידות טורנטו,≤100
109523830757998,דמוקרטtv,דרכנו,≤100
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,≤100
1354359724719468,"הסתדרות המעו""ף","הסתדרות המעו""ף",≤100
468634849844348,עיריית אור יהודה,עיריית אור יהודה,≤100
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,≤100
207175656718749,אביהו האן לראשות עיריית חיפה,אביהו האן לראשות עיריית חיפה,≤100
564755520233941,משרד מבקר המדינה ונציב תלונות הציבור,משרד מבקר המדינה ונציב תלונות הציבור,≤100
108787681841168,רישיון נשק בקליק,Michael Michel Levi,≤100
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,≤100
1985203285097720,התנועה לטוהר המידות,התנועה לטוהר המידות,≤100
115519799995644,תרשום אני ערבי,תרשום אני ערבי,≤100
136803203078703,להב - לשכת ארגוני העצמאים והעסקים בישראל,Amit Winder,≤100
126099790738165,אנימלס,אנימלס,≤100
124333777706475,עיריית רמלה,עיריית רמלה - העמוד הרשמי,≤100
197861515565,שתיל - شتيل - Shatil,שתיל - Shatil,≤100
