Page ID,Page name,Disclaimer,Amount spent (PHP)
100350202335117,Benhur Abalos,Authority Asia Communications Inc.,11528
1856762054441904,Hirit Ph,Kalvin Buenaobra Castillo,4936
1087859964611855,Philippine Competition Commission,Philippine Competition Commission,3104
100170811672425,Kyusi,WFPH,1241
122799741066892,National Youth Commission,National Youth Commission,1200
550013548423077,ECPAT Philippines,ECPAT Philippines with Facebook Ad Credits,734
119405895873,Huawei,These ads ran without a disclaimer,510
112952897079549,Energy Development Corporation,Energy Development Corporation,496
1922749344643532,The World Tonight,The World Tonight,455
150218985056317,Senator Koko Pimentel,Friends of Senator Koko Pimentel,395
106352075165169,e-Boto,e-Boto,390
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,354
1779870368752390,May JOY sa QC,Polsure,349
325780477966356,Geo 24/7,Energy Development Corporation,326
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,320
547821942058909,Radyo Pilipinas Today,WFPH,318
102029749186072,Konsehal Abu Gino-gino,Emil Justin Angelo Guarte Gino-gino,282
186667502068528,Larry De Costa,WFPH,280
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,263
156752721080952,Sonny Angara,Sonny Angara,256
495629064258114,Lolita Karen Javier,Amor U. Nacional,182
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,162
114857213210297,Ninong Dela Cruz,Ninong Dela Cruz,161
476794459408941,Pinas Forward PH,Pinas Forward PH,147
705660422953865,About Metro Pacific,WFPH,144
197171390303624,Arlene B. Arcillas,Sharon Bawan De Dios,138
223618785182273,Pilipinas,WFPH,134
154386154617,WWF-Philippines,WWF-Philippines,127
320130741416822,Special Olympics Pilipinas,Special Olympics Pilipinas,120
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,118
1462101314018879,Congressman Arnie A.Teves,Teves Cares,113
110985836193,Loren Legarda,Clutch Media,109
401967370677593,Art Mercado,Jhe-Rico Sam Soriano Colina,≤100
134063767245964,Juvenile Justice and Welfare Council,Juvenile Justice and Welfare Council,≤100
620563708319693,P4P - Power for People Coalition,CEED Philippines,≤100
111365693647007,Kape at Balita,Polsure,≤100
104955062184489,BBM Movement,UEEI Consorcia Inc,≤100
102060289395834,AKAY,These ads ran without a disclaimer,≤100
163550757135020,News5,News5,≤100
1515763818663512,CNN Philippines,These ads ran without a disclaimer,≤100
104798888951942,Asian Century PH,Asian Century PH,≤100
331150954999781,We Effect Philippines,We Effect Philippines,≤100
100618742555904,Scam News,These ads ran without a disclaimer,≤100
1332938170076882,Tatak QC,Polsure,≤100
559326317546096,Health In Motion: Physical Therapy & Osteopathy Clinic in Malolos Bulacan,These ads ran without a disclaimer,≤100
1294846760536457,Hope From Within,These ads ran without a disclaimer,≤100
100808062771943,Kap. Vanni Martinez,Albert Allan Coronel Ventura,≤100
107709755469083,Bayan ng Magigiting,The Message Booster Enterprise,≤100
301087096370,"IDEALS, Inc.",IDEALS Inc.,≤100
387099348540838,Vice Mayor Ninong Dela Cruz,Vice Mayor Ninong Dela Cruz,≤100
102489516030583,Kaalaman Television PH,Carlo Costo Martinez,≤100
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,≤100
113178534485189,OFW Partylist,OFW Partylist,≤100
1834423440210624,"Bantay Konsyumer, Kalsada, Kuryente","Bantay Konsyumer, Kalsada, Kuryente",≤100
914556591894195,CitizenWatch Philippines,CitizenWatch Philippines,≤100
100259995181814,The Pet Project,These ads ran without a disclaimer,≤100
112131201686528,SUPER KAP,The Message Booster Enterprise,≤100
100108226244136,PH 24 ORAS,The Message Booster Enterprise,≤100
326670658161024,Parokya ng Hesus Nazareno,Parokya ng Hesus Nazareno,≤100
281577640361331,"Bokal JPB - John Patrick Bautista, ang OPPA na BM 3rd District of Rizal","Bokal JPB - John Patrick Bautista, ang OPPA na BM 3rd District of Rizal",≤100
101329642785264,Alyansa,The Message Booster Enterprise,≤100
287798400543,Dell,These ads ran without a disclaimer,≤100
147975588597216,Stratbase,Stratbase,≤100
103679252545648,Obrero Pilipino,The Message Booster Enterprise,≤100
109553961948069,Ang Magsasakang Pilipino,The Message Booster Enterprise,≤100
100350859238580,Mayor Jassie Tañala,Amor U. Nacional,≤100
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,≤100
105910268672335,Pinaura ka ni Sandy Javier,Amor U. Nacional,≤100
128615437219412,Philippine Collegian,Philippine Collegian,≤100
