Page ID,Page name,Disclaimer,Amount spent (BMD)
115157034796408,Aisling AI,These ads ran without a disclaimer,≤100
289446947817747,Global Citizen,These ads ran without a disclaimer,≤100
105986175239619,Sea Creature Love,These ads ran without a disclaimer,≤100
