Page ID,Page name,Disclaimer,Amount spent (GBP)
100771226087265,Susie's Tips,Susie's Tips,9771
102639461303190,Fair Pay For All,Fair Pay For All,6020
241312696375349,National Education Union,National Education Union,5075
33268280976,Disasters Emergency Committee (DEC),Disasters Emergency Committee (DEC),4316
7715002593,UNICEF UK,Unicef UK,2479
9250349228,Greenpeace UK,Greenpeace UK,2235
10677003998,Shelter,Shelter,2127
311627208673,WWF UK,WWF UK,1996
220832481274508,Premier League,Premier League,1955
13047522725,Crimestoppers,Crimestoppers,1667
514212165305248,Leigh Day,Leigh Day,1554
799576543492660,The Week Junior,The Week Junior,1480
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1473
10499876484,Compassion in World Farming,Compassion in World Farming,1250
6233536938,War Child UK,War Child UK,1138
268801635305,Breast Cancer Now,Breast Cancer Now,1074
35671512696,World Animal Protection UK,World Animal Protection UK,940
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),929
117476785190,Save the Children UK,Save the Children UK,875
45986010500,Barnardo's,Barnardo's,863
483680375497477,Shell Energy,Shell Energy Retail Limited,838
158077247591710,Refuge,Refuge,812
348366988862054,Oxfam Campaigns,Oxfam Great Britain,809
355991264476077,EE,EE,787
1613092172114946,DWP Digital,Department for Work and Pensions,773
208573062515662,Freedom from Torture,Freedom from Torture,767
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,761
10114144851,NSPCC,NSPCC,751
177855115588808,The Week UK,The Week UK,695
698773137204706,Give My View,Built-ID,683
1738524969810037,Mission India UK,Mission India UK,670
7527864602,WaterAid UK,WaterAid UK,667
200006375787,38 Degrees,38 Degrees,661
121936349543,World Vision UK,World Vision UK,641
19895907944,CAFOD,CAFOD,630
107310464728068,Britain Remade,BRM Futures Limited,494
7624294394,Amnesty International UK,Amnesty International UK,482
841894835830532,Electoral Commission UK,Electoral Commission UK,445
192492137520412,HETAS,HETAS,443
59367068326,The Ramblers,The Ramblers,433
7043497714,Christian Aid,Christian Aid,424
25749647410,The Labour Party,The Labour Party,412
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,407
114716934865273,Department for Energy Security and Net Zero,These ads ran without a disclaimer,405
260012884055691,Metropolitan Police Service,Metropolitan Police Service,402
18168505158,The Woodland Trust,Woodland Trust,395
97116898596,Sightsavers,Sightsavers,363
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,345
211614899544570,Long Live The Local,British Beer & Pub Association,344
18044497940,Plan International UK,Plan International UK,343
88845925295,Fairtrade Foundation,Fairtrade Foundation,336
104117508042217,Spitting Image,Fifty Technology Ltd.,308
25010947137,ShelterBox,ShelterBox,291
112482371099301,NUS UK - National Union of Students Campaigns,National Union of Students (United Kingdom),288
195754307110390,Right To Life UK,Right To Life UK,283
220543443746,International Rescue Committee - UK,International Rescue Committee UK,281
274651352565844,Oltco Ltd,Oltco Ltd,266
112712550420527,Ekō UK,SumOfUs,260
39605200520,ActionAid UK,ActionAid UK,241
102639461303190,Fair Pay For All,Maddison Clarke,231
103835971750,Orbis UK,Orbis UK,216
101958682650112,ESG UK,Energy Saving Grants,214
8423257659,Simon Brodkin,Avalon,213
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,207
175338329150218,Help For Heroes,Help for Heroes,201
394936823930287,Age International,Age International,198
13533633585,National Trust,National Trust,194
159969930741814,The Wildlife Trusts,The Wildlife Trusts,192
11965205188,Practical Action,Practical Action,190
1660600037490738,Guardian Labs,Guardian Labs,189
103172615751312,Switch2Zero,Switch2Zero,188
101255718164248,350 UK,350.org,184
404114017051274,The Proud Trust,The Proud Trust,183
547761111920012,Anglian Water - Love Every Drop,Anglian Water,174
18366996074,War on Want,War on Want,171
108951391565231,Help to Heat,Huw John Llewellyn,169
148242696837,Imperial College London,These ads ran without a disclaimer,167
8876787713,Mental Health Foundation,Mental Health Foundation,166
401847960644025,Extinction Rebellion UK,Extinction Rebellion,163
912590792245688,NHS Negligence Claims,Online Legal Limited,163
490007667679401,Hugh James,Hugh James,160
313376249090900,The Humane League UK,The Humane League UK,159
97708339756,Action for Children,Action for Children,159
175067939218623,Mercy Corps - Europe,Mercy Corps Europe,157
121292038029801,The Passage Charity,The Passage,157
47612991154,Dignity in Dying,Dignity in Dying,156
249209468838241,Good Law Project,Good Law Project,155
603389616739829,Bite Back 2030,Bite Back 2030,149
1586251881644270,Keir Starmer,The Labour Party,147
26698813123,British Red Cross,British Red Cross,142
102734363097680,Group B Strep Support (GBSS),Group B Strep Support (GBSS),140
111792865159219,Associate Dentist Claims,Maddison Clarke,134
175236169235474,"Berks, Bucks and Oxon Wildlife Trust - BBOWT",Berkshire Buckinghamshire and Oxfordshire Wildlife Trust,131
2047806148766050,Animal Equality UK,Animal Equality UK,130
1046117708754519,Care4Calais,Care4Calais,130
101183108039162,P1vital,P1vital,128
110538548040758,Care2 UK,John Ayling & Associates,128
246872175166,Action Against Hunger UK,Action Against Hunger UK,125
