Page ID,Page name,Disclaimer,Amount spent (CRC)
643513979193133,Unidos por Beatriz,Neuma,4056
168286823190319,Cámara de Industrias de Costa Rica,Cámara de Industrias de Costa Rica,1199
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,1199
161538647202796,David Segura - Diputado,David Lorenzo Segura Gamboa,727
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,600
117476041631671,AmCham Costa Rica,AmCham Costa Rica,600
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,600
110229697990927,Pablo Sibaja - Diputado,Pablo Sibaja Jiménez,201
299756937371188,Cristian Valverde,Cristian Val,≤100
274394006605216,History A2Z Magazine,These ads ran without a disclaimer,≤100
