Page ID,Page name,Disclaimer,Amount spent (VND)
105473397490741,Phạm Thị Nga,These ads ran without a disclaimer,51838
108510284767191,Lương Y: Phạm Văn Thanh - Việc Tử Tế VTV1,These ads ran without a disclaimer,27501
118828961151139,Trung Tâm Nhân Giống F1,These ads ran without a disclaimer,27359
110191145479586,Học Lập Trình Online Cùng MindX,These ads ran without a disclaimer,21997
114203975049983,Lương Y Phạm Văn Thanh-0795026778,These ads ran without a disclaimer,18752
107976099057159,,These ads ran without a disclaimer,11883
110573918793620,Quỹ Đầu Tư Xanh,These ads ran without a disclaimer,10057
104277982758362,Phát Triển Kinh Tế Mới,These ads ran without a disclaimer,6877
106034145583339,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,6783
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,3675
107497901963061,Sách Hay Chọn Lọc,These ads ran without a disclaimer,3148
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,2325
143009891251546,,These ads ran without a disclaimer,2260
106476091689860,Bartra Wealth Advisors,Bartra Wealth Advisors,1877
2385813261741913,"Đại Học Luật - tuyển sinh VB1, Vb2, Tại chức",These ads ran without a disclaimer,1456
321078761425703,SON HA GROUP,These ads ran without a disclaimer,1359
112977278547511,Phát triển tài chính kinh tế mới 2023,These ads ran without a disclaimer,399
104485185758398,Đặc Trị Tiểu Đường Cùng Lương Y Phạm Văn Thanh,These ads ran without a disclaimer,149
1831330046916094,Tuyển Dụng Giáo Viên Hà Nội,Tuyển Dụng Giáo Viên Hà Nội,133
103031616060258,Vườn ươm Hạt giống - Học Viện Nông Nghiệp Việt Nam,These ads ran without a disclaimer,≤100
101053199652371,,These ads ran without a disclaimer,≤100
141363092729703,DP World,These ads ran without a disclaimer,≤100
110961992051943,Ebook Tài Liệu,These ads ran without a disclaimer,≤100
