Page ID,Page name,Disclaimer,Amount spent (SAR)
116232578055472,SBH Education,These ads ran without a disclaimer,≤100
110746171982463,Mozzn,These ads ran without a disclaimer,≤100
107743222252421,Naveed Anjam,These ads ran without a disclaimer,≤100
