Page ID,Page name,Disclaimer,Amount spent (PYG)
599371683431175,Cooperativa Cumbre de la Cordillera,Cooperativa Cumbre de la Cordillera,48571
278226125974096,El Paraguayo Independiente,Paraguayo Independiente,6405
184860595385745,Ing. Roberto Jiménez - Concejal,Ing. Roberto Jiménez - Concejal,3398
101209788723937,Dr. Omar Gonzalez,Dr. Omar Gonzalez,2012
117058181423697,Gerardo Bobadilla,Gerardo Bobadilla,741
359307964420456,Terere Cómplice,Centro Interdisciplinario de Investigación Social,548
110257495679751,Fundación CIRD,These ads ran without a disclaimer,392
106216018134855,Rosana Bogado,Rosana Bogado,301
725834240910220,Noticiero Paraguay,Noticiero Paraguay,150
108779854000922,Enrique Quintana,Enrique Quintana,114
105242967999187,Soka Gakkai - español,These ads ran without a disclaimer,≤100
123892278310235,Eduardo Valiente,Eduardo Valiente,≤100
132554373464255,La Nación,La Nación,≤100
736639773052644,Diario Popular,These ads ran without a disclaimer,≤100
106950715510480,Luciana Ponce,These ads ran without a disclaimer,≤100
1310731702357133,GEN,These ads ran without a disclaimer,≤100
272098156231873,Diario HOY Paraguay,Diario HOY Paraguay,≤100
