Page ID,Page name,Disclaimer,Amount spent (HNL)
2180582345316242,Secretaría de Desarrollo Social,Secretaria de Estado en el Despacho de Desarrollo Social,1970
703368406666619,Vox Populi HN,Vox Populi HN,312
1392592317738074,Jorge Cálix,Jorge Cálix,296
114601521910,Jorge Aldana,Jorge  Aldana,251
158975408155041,Me lo dijo un pajarito,These ads ran without a disclaimer,123
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,101
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
104599735671754,Goberna Honduras,Goberna Honduras,≤100
114601521910,Jorge Aldana,These ads ran without a disclaimer,≤100
187581588077191,Juan Barahona,Andres Alfredo Castro Turcios,≤100
105073207967492,CTG Perú,These ads ran without a disclaimer,≤100
378875359494716,NutriNews España,These ads ran without a disclaimer,≤100
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,≤100
106313092408190,Michelle Jota VBE,These ads ran without a disclaimer,≤100
420916501408724,Smart City Expo Latam Congress,These ads ran without a disclaimer,≤100
