Page ID,Page name,Disclaimer,Amount spent (CRC)
102084562479533,Digital506,Digital506,1558
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,1077
265843867173714,La Revista,La Revista,422
101955851918321,Alcaldía de Alajuela,Alcaldía de Alajuela,≤100
117476041631671,AmCham Costa Rica,AmCham Costa Rica,≤100
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,≤100
121638447515460,Marcelo Almeida,These ads ran without a disclaimer,≤100
114491254887383,Hilarious Hub,These ads ran without a disclaimer,≤100
118154551214432,Ormin Gonzales,These ads ran without a disclaimer,≤100
112077024899370,Comics Stadium,These ads ran without a disclaimer,≤100
