Page ID,Page name,Disclaimer,Amount spent (HNL)
114601521910,Jorge Aldana,Jorge  Aldana,≤100
130202453827085,Asociacion Calidad de Vida,Asociación Calidad de Vida,≤100
107952642129360,Por una Corte Imparcial con Justicia Social,Delmy Saray Caballero Zelaya,≤100
138641796219203,Aves Honduras - ASHO,Aves Honduras - ASHO,≤100
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100
491553204198958,Revistazo.com,Revistazo.com,≤100
104599735671754,Goberna Honduras,Goberna Honduras,≤100
116430521327202,Luiza Garcia P,These ads ran without a disclaimer,≤100
