Page ID,Page name,Disclaimer,Amount spent (GBP)
102639461303190,Fair Pay For All,Fair Pay For All,6360
106626487721376,Amazon Europe,Amazon Europe,5541
311627208673,WWF UK,WWF UK,4651
8807334278,Conservatives,The Conservative Party,4195
137385490131,Electoral Reform Society,Electoral Reform Society,3099
9250349228,Greenpeace UK,Greenpeace UK,3026
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),2555
7715002593,UNICEF UK,Unicef UK,2400
348366988862054,Oxfam Campaigns,Oxfam Great Britain,2170
21242962092,ClientEarth,ClientEarth,1509
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",1312
799576543492660,The Week Junior,The Week Junior,1023
6708565748,CBM UK,CBM UK,895
1450681158291594,Counter Terrorism Policing,UK Counter Terrorism Policing,860
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,823
26698813123,British Red Cross,British Red Cross,813
569834799727730,National Grid UK,National Grid UK,811
190330747706140,UNISON,UNISON,779
7527864602,WaterAid UK,WaterAid UK,769
34044296391,Surfers Against Sewage,Surfers Against Sewage,689
121936349543,World Vision UK,World Vision UK,658
107509044383300,Médecins Sans Frontières / Doctors Without Borders (MSF),Médecins Sans Frontières / Doctors Without Borders (MSF),640
7043497714,Christian Aid,Christian Aid,637
353224381469808,ifaw,IFAW,628
10677003998,Shelter,Shelter,621
10114144851,NSPCC,NSPCC,606
177855115588808,The Week UK,The Week UK,544
186622728032,RSPB,RSPB,530
514212165305248,Leigh Day,Leigh Day,512
13047522725,Crimestoppers,Crimestoppers,498
117476785190,Save the Children UK,Save the Children UK,479
220543443746,International Rescue Committee - UK,International Rescue Committee UK,474
805056259512648,Transport for Greater Manchester,Transport for Greater Manchester,440
139695000173,Good Energy,Good Energy,407
18168505158,The Woodland Trust,Woodland Trust,382
158077247591710,Refuge,Refuge,324
195754307110390,Right To Life UK,Right To Life UK,321
105298484651843,SME Climate Hub,SME Climate Hub,313
274651352565844,Oltco Ltd,Oltco Ltd,306
106631184620192,The Tenant Support Helpline,Tenant Support Helpline,297
358706239805,Scope,Scope,262
104768005247443,Say No To WHO,Say no to WHO,260
1660600037490738,Guardian Labs,Guardian Labs,253
698773137204706,Give My View,Built-ID,246
246872175166,Action Against Hunger UK,Action Against Hunger UK,246
47612991154,Dignity in Dying,Dignity in Dying,235
107818238902501,Ocean Census,Ocean Census,229
169042736456594,All Out,All Out,226
281470843253,Dying Matters,Hospice UK,223
107458721218674,ADF UK,ADF UK,220
166917856704286,Essex County Council,Essex County Council,218
358126247463,Speech and Language UK,Speech and Language UK,214
59367068326,The Ramblers,The Ramblers,204
1525593554351348,The Valley - Evesham,These ads ran without a disclaimer,200
104804655677262,Know Violence Against Women,Cambridgeshire Constabulary HQ,199
106205865302441,Just Stop Oil,Just Stop Oil,195
104255571968810,Save My Vape,Save My Vape,186
159969930741814,The Wildlife Trusts,The Wildlife Trusts,174
