Page ID,Page name,Disclaimer,Amount spent (ISK)
737169626371453,Heimildin,Stundin,1102
626846780726124,Viðreisn,Viðreisn,591
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,201
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,155
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,146
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,146
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,141
103123311914005,Elva Hrönn Hjartardóttir,Elva Hrönn Hjartardóttir,131
154893001218870,ADHD samtökin,ADHD samtökin,130
106979180938014,Samstöðin,Samstöðin ehf,115
573559522797177,Flokkur fólksins,Flokkur Fólksins,111
102133046017049,Evrópuhreyfingin,Evrópuhreyfingin,≤100
116586928363474,Borgarleikhúsið,Borgarleikhúsið,≤100
709976082356679,Samfylkingin í Kópavogi,Samfylkingin Kópavogi,≤100
