Page ID,Page name,Disclaimer,Amount spent (GBP)
102639461303190,Fair Pay For All,Fair Pay For All,3057
7214031395,Oxfam Great Britain,Oxfam Great Britain,2612
7715002593,UNICEF UK,Unicef UK,1674
158077247591710,Refuge,Refuge,1670
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1586
9250349228,Greenpeace UK,Greenpeace UK,1421
311627208673,WWF UK,WWF UK,1407
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1215
35671512696,World Animal Protection UK,World Animal Protection UK,1213
569834799727730,National Grid UK,National Grid UK,1161
407834355957354,NatWest Business,NatWest Group plc,1106
10677003998,Shelter,Shelter,1088
101958682650112,ESG UK,Energy Saving Grants,1074
186622728032,RSPB,RSPB,1064
799576543492660,The Week Junior,The Week Junior,1007
117476785190,Save the Children UK,Save the Children UK,874
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,864
7043497714,Christian Aid,Christian Aid,842
121936349543,World Vision UK,World Vision UK,780
7527864602,WaterAid UK,WaterAid UK,763
220543443746,International Rescue Committee - UK,International Rescue Committee UK,655
103662352102391,Family Debt Help,Family Debt Help,655
45986010500,Barnardo's,Barnardo's,613
1721275931466984,The Reclaim Party,The Reclaim Party,605
175338329150218,Help For Heroes,Help for Heroes,593
106646172464032,Moz for Mayor,Moz for Mayor,531
13047522725,Crimestoppers,Crimestoppers,520
693990677314288,Royal London,Royal London,490
177855115588808,The Week UK,The Week UK,475
26806660922,Humanists UK,Humanists UK,450
353224381469808,ifaw,IFAW,441
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,421
139695000173,Good Energy UK,Good Energy,403
841894835830532,Electoral Commission UK,Electoral Commission UK,371
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,369
131712588824,Tony Blair Institute for Global Change,Tony Blair Institute for Global Change,336
7624294394,Amnesty International UK,Amnesty International UK,334
274651352565844,Oltco Ltd,Oltco Ltd,325
104259838288065,Independent Monitoring Authority,Independent Monitoring Authority,325
19895907944,CAFOD,CAFOD,313
2047806148766050,Animal Equality UK,Animal Equality UK,304
195754307110390,Right To Life UK,Right To Life UK,301
59367068326,The Ramblers,The Ramblers,287
358706239805,Scope,Scope,278
112712550420527,Ekō UK,SumOfUs,278
40409120801,Refugee Council,Refugee Council,275
802671466445707,Product Earth,Product Earth,250
3190660567626119,Dad’s In Debt.,Dadsindebt,247
107368022275274,UK Business and Trade,These ads ran without a disclaimer,245
208573062515662,Freedom from Torture,Freedom from Torture,242
145720895488822,Back Up,Back-Up Trust,242
18933990398,Stonewall,Stonewall UK,235
212038972186253,Transport for London,Transport for London,232
111692181958132,Keir Mather for Selby and Ainsty,The Labour Party,231
112712550420527,Ekō UK,Ekō,230
47612991154,Dignity in Dying,Dignity in Dying,215
220513170893,Ripple Effect,Send a Cow,214
104768005247443,Say No To WHO,Say no to WHO,208
246872175166,Action Against Hunger UK,Action Against Hunger UK,208
102093205997581,Danny Beales for Uxbridge & South Ruislip,London Labour Party,207
143837658998810,WWT,Wildfowl and Wetlands Trust,207
104255571968810,Save My Vape,Save My Vape,203
104487412566017,Green_Energy_Assist,Green_Energy_Assist,200
116851005026898,London Gatwick,Gatwick Airport Ltd,196
97708339756,Action for Children,Action for Children,188
135456716565905,Guardian Jobs,Guardian Jobs,183
249209468838241,Good Law Project,Good Law Project,181
1046117708754519,Care4Calais,Care4Calais,178
474613052643462,London Labour Party,The Labour Party,174
127031794038958,Blue Marine Foundation,Blue Marine Foundation,173
1660600037490738,Guardian Labs,Guardian Labs,172
112845639376,Refugee Action,Refugee Action,167
1634484040190637,VERSUS,VERSUS,164
290498754454402,European Movement UK,European Movement UK,163
22827312848,CPRE The countryside charity,Campaign to Protect Rural England,151
97116898596,Sightsavers,Sightsavers,150
933322913362463,Selby & District Green Party,Selby & District Green Party,148
110538548040758,Care2 UK,John Ayling & Associates,142
346684596111093,KinKind,KinKind Ltd,141
969316546484584,Faye Purbrick,The Conservative Party,139
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,137
2352224541726783,Cancard,Cancard,137
10114144851,NSPCC,NSPCC,135
32514078659,Liberty,Liberty,133
547761111920012,Anglian Water - Love Every Drop,Anglian Water,120
18168505158,The Woodland Trust,Woodland Trust,119
429090224496354,Susan Hall - London Assembly Member,Safer With Susan (Susan Hall),119
110934940687948,"Sharon Graham - General Secretary, Unite the Union",Unite Sharon Graham,117
169042736456594,All Out,All Out,117
10986039307,VSO,VSO,117
46852258376,Anti-Slavery International,Anti-Slavery International,115
103835971750,Orbis UK,Orbis UK,113
167898406587045,Holiday Extras,Holiday Extras,112
1863944713844924,Best For Britain,Best for Britain,111
89151782746,Fauna & Flora,Fauna & Flora International,110
25040545213,Contact - For families with disabled children,Contact,110
159969930741814,The Wildlife Trusts,The Wildlife Trusts,109
388650307829032,Rachel Reeves,Rachel Reeves,108
25749647410,The Labour Party,The Labour Party,106
1586251881644270,Keir Starmer,The Labour Party,105
6707857033,Global Justice Now,Global Justice Now,105
228393814606663,West of England Combined Authority,West of England Combined Authority,103
49275915266,MSI Reproductive Choices,MSI Reproductive Choices,101
