Page ID,Page name,Disclaimer,Amount spent (HUF)
128596180810227,Stefi Déri,Megafon,35745
224274995688487,Bohár Dániel - Riporter,Megafon,30325
776079922494181,Apáti Bence hivatalos oldala,Megafon,23085
110149601578231,GeriJoca,Megafon,22281
109217671008015,A kopasz oszt,Megafon,22229
102414628645144,Korondy Tamás,Megafon,19814
109637397268775,Nyugati Pályán,Splendidea Communications Kft,16117
308871671705,BAON Bács-Kiskun vármegyei Online,Mediaworks Hungary Zrt.,10748
543788999005363,ORIGO,Mediaworks Hungary Zrt.,9807
503614639975773,Trombitás Kristóf,Megafon,9032
191461774219575,hirado.hu,hirado.hu,6550
178362315106,European Parliament,European Parliament,4866
248172631940,Mandiner,Mediaworks Hungary Zrt.,4763
118152054556475,Deák Dániel,Megafon,4350
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,3958
120370174702378,Magyarország Kormánya,Magyarország Kormánya,3790
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,3105
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,3012
108146403966754,Dr. Bagó Zoltán,Dr. Bagó Zoltán,2919
1534911313439123,Ripost,Ripost,2759
594088897289853,Alapjogokért Központ,Alapjogokért Központ,2415
104568618373270,Településfejlesztési Szövetség,Településfejlesztési Szövetség,2346
294815374340858,Donáth Anna,Momentum Mozgalom,2313
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,2306
1443354815880657,Salacz László,Dr. Salacz László,1930
222720184518334,Font Sándor,Font Sándor,1739
108346693873484,Győrffy Balázs,Balazs Gyorffy,1492
110462711892232,DK TV,Demokratikus Koalíció,1232
100556761423929,Orbán Attila,Tóth Imre János,1207
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,1028
113684438795574,Párbeszéd Magyarországért,Párbeszéd Magyarországért,1006
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,988
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,951
167604093409160,Promenad24,Dél-alföldi Média Centrum Kft.,936
264517713636590,PestiSracok.hu,PestiSrácok.hu,919
106745191902831,Bács-Kiskun 5 - DK,Nagy Szabolcs,889
131283758531,HVG,HVG Kiadó ZRt.,805
76748198685,Budapest Pride,Budapest Pride,705
2407809316170057,Szendefy Mária - LMP,LMP - Magyarország Zöld Pártja,700
451844608304228,Metropol,Metropol,692
268042136672212,Századvég,Századvég Közéleti Tudásközpont Alapítvány,691
108248022589754,Bosch Magyarország,Bosch Magyarország,658
447204268797621,RTL.hu,RTL.HU,620
124991704202615,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,Magyar Természetvédők Szövetsége- Föld Barátai Magyarország,596
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,578
100401808007704,EzaLényeg.hu,EzaLényeg.hu,562
106280224056208,Gelencsér Ferenc,Momentum Mozgalom,545
376436808069,Eventim - Ticket Express Hungary,TEX Hungary Kft.,517
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,517
520814838255629,Agapé Gyülekezetek Közössége,Agapé Gyülekezetek Közössége,494
1926735160968885,Válasz Online,Válasz Online,486
102426795954406,Nobilis Márton,Nobilis Márton,482
345496092135627,Hír TV,Mediaworks Hungary Zrt.,477
1722969024662464,Civil Összefogás Fórum,Civil Összefogás Fórum,459
851784814892644,Simicskó István,KDNP frakció,429
735736549957756,G7.hu,G7.hu Nonprofit Zrt.,421
162344823835042,atlatszo.hu,Átlátszónet Alapítvány,409
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,402
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,389
110492499001,Labrisz Leszbikus Egyesület,Labrisz Leszbikus Egyesület,374
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,374
221761091331222,Danube Institute,Danube Institute,370
149061108240,Kocsis Máté,Fidesz frakció,359
1408906262689093,Nyitrai Zsolt,Fidesz,358
537817739693723,Brain Bar,Brain Bar,354
887921287887805,Király Nóra,Király Nóra,339
211156277497,WWF Hungary,WWF Hungary,332
1215492498464496,Angyal Károly,Angyal Károly Tibor,317
777343075710072,Migrációkutató Intézet,Migrációkutató Intézet,306
103478164920832,Rubicon Intézet,Rubicon Intézet,292
1381558792064873,Niedermüller Péter,Demokratikus Koalíció,241
