Page ID,Page name,Disclaimer,Amount spent (HUF)
109637397268775,Nyugati Pályán,Splendidea Communications Kft,6251
294815374340858,Donáth Anna,Donáth Anna - Momentum,4297
1880809845328535,Dobrev Klára,Demokratikus Koalíció,3396
203158929827,Beol.hu Békés Megyei Online,Mediaworks Hungary Zrt.,3270
178362315106,European Parliament,European Parliament,2868
543788999005363,ORIGO,Mediaworks Hungary Zrt.,2555
191461774219575,hirado.hu,hirado.hu,2330
108346693873484,Győrffy Balázs,Balazs Gyorffy,1959
248172631940,Mandiner,Mediaworks Hungary Zrt.,1599
592204747588011,Momentum Mozgalom,Momentum Mozgalom,1286
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,1081
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,1065
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,932
324225800978969,Békés megye,A-TEAM Reklámügynökség Kft.,917
219432394845493,MFB - Magyar Fejlesztési Bank,These ads ran without a disclaimer,809
537817739693723,Brain Bar,Brain Bar,750
1418381101823292,Szivárványcsaládokért Alapítvány,Szivárványcsaládokért Alapítvány,733
101791802419996,Szeretlek Békéscsaba Egyesület,Szeretlek Bekescsaba Egyesulet,669
734217673259088,Ujhelyi István dr.,Ujhelyi István EP-képviselő,667
345496092135627,Hír TV,Mediaworks Hungary Zrt.,662
365977046868250,Nemzeti Agrárgazdasági Kamara - NAK,Nemzeti Agrárgazdasági Kamara,651
594088897289853,Alapjogokért Központ,Alapjogokért Központ,610
1265353903615539,Oeconomus,Oeconomus,604
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,592
1920158678081160,Nemzetpolitikai Államtitkárság,Nemzetpolitikai Államtitkárság,583
213165542087259,Magyarországi Református Egyház,Magyarországi Református Egyház,562
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,556
851784814892644,Simicskó István,KDNP frakció,476
1869511526651884,Zsigmond Barna Pál,Fidesz,443
406135951124,Yettel.Hungary,These ads ran without a disclaimer,410
103874348723105,Megoldás Mozgalom,Megoldás Mozgalom,406
100401808007704,EzaLényeg.hu,EzaLényeg.hu,400
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,395
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,382
109414841321682,Magyar Falu Program,Magyar Falu Program,372
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,356
237088069704442,Kósa Ádám,"Adam Kosa, Member of the European Parliament",341
191815250903223,"Kondoros - Hírek, képek és videók a múltból és a jelenből",Oláh Péter Szabolcs,330
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,302
1487569941539650,Tanítanék,Humán Platform,292
109844717848217,Klímapolitikai Intézet,Klímapolitikai Intézet,277
44847086574,Amnesty International Magyarország,Amnesty International Magyarország,274
100467642324899,Realista,Az Év Irodája,246
100905288315705,Jelen hetilap,Liberty Press Kft.,245
100103228401991,Axióma,Axióma Kulturális Alapítvány,241
1408906262689093,Nyitrai Zsolt,Fidesz,234
108248022589754,Bosch Magyarország,Bosch Magyarország,234
101028767982783,Ne dolgozz ingyen,PDSZ - Pedagógusok Demokratikus Szakszervezete,231
206829842043,Rétvári Bence,Rétvári Bence,231
113375923695023,Fidesz Budapest,Fidesz Budapest,228
100452852734271,Startlap - Vásárlás tippek,Central Médiacsoport Zrt.,204
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,203
264210363649459,Élő Norbert,Élő Norbert,200
1926735160968885,Válasz Online,Válasz Online,187
126893087354793,Európai Parlament,Európai Parlament,184
102426795954406,Nobilis Márton,Nobilis Márton,169
131283758531,HVG,HVG Kiadó ZRt.,168
519279158277826,Szülői Hang,Szülői Hang,164
102186064905787,Zöld Követ Egyesület,Zöld Követ Egyesület,153
1461534750733248,Schmuck Erzsébet,LMP - Lehet Más a Politika,152
126539424061030,Háttér Társaság,Háttér Társaság,148
447204268797621,RTL.hu,RTL.HU,143
560525343980775,Index.hu,Index.hu,139
