Page ID,Page name,Disclaimer,Amount spent (UYU)
339506493370193,Richard Sander,Richard Saul Sander Darín,409
292074670808351,Frente Amplio,Frente Amplio,237
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,193
131056630276715,Sociedad Uruguaya - Diario Digital,Sociedad Uruguaya - Diario Digital,105
721629447857727,567 El Espacio,Sol Ines Pereyra Zunin,≤100
102337244995366,Prudencia Uruguay,Santiago Raffo Arias,≤100
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,≤100
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,≤100
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,≤100
2189692867780422,Marcio Protti,Marcio Protti Toya,≤100
107574220629167,Carolina Batista,Norma Valentina Pérez Nunez,≤100
1823807254333065,Soy Más País,These ads ran without a disclaimer,≤100
102257292713372,Alejandra Morales,These ads ran without a disclaimer,≤100
1424003061235730,Asociación Autismo en Uruguay,Arlene Raquel Navarro Aguiar,≤100
