Page ID,Page name,Disclaimer,Amount spent (CLP)
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,≤100
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,≤100
1409821842658101,Merlín Research,Merlín Research,≤100
580663538777736,Consejo Minero,Feedback Comunicaciones,≤100
256214294989170,DaleProfe,daleProfe,≤100
386423238164424,Enel Chile,Enel Chile,≤100
221901754840837,Acciona.Chile,ACCIONA Chile,≤100
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,≤100
558224964238853,Anglo American,Anglo American,≤100
179469489118356,UDLA Chile,UDLA Chile,≤100
198921630648476,Vidrios Lirquén,Vidrios Lirquen,≤100
386634201382499,Marco Enriquez-Ominami,Marco Enríquez-Ominami,≤100
1101427233255754,Christopher White,Christopher White Bahamondes,≤100
110298075136183,Cultura Previsional Chile,Servicios Audiovisualea Sofan SpA,≤100
181189911970230,Alberto Undurraga V,Alberto Undurraga V,≤100
194708347256755,Puranoticia.cl,Puranoticia.cl,≤100
103067685892919,VOCES - Credicorp,These ads ran without a disclaimer,≤100
108390475493550,Belong Communication Lab,Belong Communication Lab,≤100
105216321995280,Pivotes_cl,Fundación Pivotes,≤100
154785904692548,SalmonChile,SalmonChile,≤100
231350380299380,Las Últimas Noticias (LUN),Las Últimas Noticias (LUN),≤100
