Page ID,Page name,Disclaimer,Amount spent (COP)
466713146804873,Jonathan Vasquez,Jonathan Stivel Vasquez Gomez,161723
101897976168381,Vamos a crecer,Vamos a crecer,89361
103445938692040,Sebastián Morales,Sebastian Morales,26853
1966684743593773,Chucho Limonada,Bayron Morales Linares,26576
286568181368830,Jhon Eddison Ortega Diputado,Jhon Eddison Ortega Diputado,25547
1431824383809561,Camilo Torres,Ivonne Mariana Torres Prada,16687
104328067049129,Niñez YA - Sociedad civil por la niñez y la adolescencia,NiñezYA - Sociedad civil por la niñez y la adolescencia,13868
1458739367777443,Wilson Gonzalez Piedecuesta,Wilson Gonzalez,9515
100563549504491,Juan Torres Ortega,Pacto por el Cambio,9397
103084375858203,Mi Campaña Aplicación,BJS inversiones,9260
102565081094412,Orlando Ariza Por Vélez,Orlando Ariza Por Vélez,7794
117537051662160,Banco Mundial Colombia,These ads ran without a disclaimer,4630
581095835894514,Noticentro 1 CM&,Noticentro 1 CM&,3086
101681055638055,Cambio educativo,Cambio educativo,3057
859664117498334,Martha Alzate,Martha Alzate,2928
105848177845789,All Out en español,All Out Action Fund,2299
370492339735164,Centro Democrático - Comunidad Oficial,Centro Democrático - Comunidad Oficial,2262
1147318942107929,Todos Somos Una,DEBRAIN LLC,1944
102143071616787,Goberna Colombia,Goberna,1943
105109280969000,Agencia Axioma,Agencia Axioma,1612
832764363485573,Roberto Rodríguez Z.,Oscar Alexander Garcia Lopez,1512
104472845840664,Juan Carlos Corrales,Juan Carlos Corrales,1459
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,1348
116133438068615,Juan Armando Contreras,Juan Armando Contreras,1194
2179680032345809,Cesar Augusto Torres Ríos,Cesar Augusto Torres Ríos,1078
319527888151975,Revista La Injusticia,Ronald Rangel,849
118873974861862,Erwin Jimenez,These ads ran without a disclaimer,815
1119413181474050,El Avispero Mov,Movilizatorio,746
838927469815494,Diana Diago,Diana Marcela Diago,737
861234197280988,Stefany Gómez Concejala de Armenia,Stefany Gomez Murillo,706
1400280116941194,Fabian Diaz,Fabian Diaz,596
858956930808046,Centro Iberoamericano de Estudios de Foto y Cine,These ads ran without a disclaimer,514
267198759973201,Bairon Enrique Muñoz Lizarazo,Bairon Enrique Muñoz Lizarazo,470
1714672845507081,Yenny Alexandra Trujillo Alzate,Yenny Alexandra Trujillo Alzate,457
104578337768040,Veeduria De La Movilidad Medellín y el Área Metropolitana,These ads ran without a disclaimer,432
569978373130700,Andrés Lizarralde Henao,Andrés Lizarralde Henao,370
100232346317619,David Enrique Arango Quintana,David Enrique Arango Quintana,347
106874245463524,Luis Berneris Hurtado,Luis Berneris Hurtado,341
896046427178402,O'Farrell S.R.L,These ads ran without a disclaimer,333
194315573916010,Norma Hurtado Sanchez,Norma Hurtado Sánchez,262
100687408426888,Entrenando a mi PERRO,Juan Sebastian Ortiz Leal,248
264386463968386,Nubia Stella Martínez,Centro Democrático - Comunidad Oficial,216
103596816009903,Voy con Leo,Voy con Leo,212
170276379775886,Instituto de Ciencia Política Hernán Echavarría Olózaga,Instituto de Ciencia Política Hernán Echavarría Olózaga (ICP),176
1668886976475466,David Gutierrez Mantilla,Jorge Luis,163
494354027360929,Dirección de Educación Continua Pontificia Universidad Javeriana Bogotá,These ads ran without a disclaimer,152
570407616735156,Ramiro Luna,Ramiro Luna Conde,≤100
106515491286170,Nueva Fuerza Democrática,These ads ran without a disclaimer,≤100
499121313802137,Túnel Guillermo Gaviria Echeverri,Túnel Guillermo Gaviria Echeverri,≤100
111223801786287,atrevetebarranquilla,These ads ran without a disclaimer,≤100
104496576734422,Ing. Giovany Pinzón,Ing. Giovany Pinzón,≤100
843483392402062,Barrera Paola Maritza,These ads ran without a disclaimer,≤100
108285055362768,Belleza_Islamica,These ads ran without a disclaimer,≤100
565225540184937,CGTN,These ads ran without a disclaimer,≤100
660387137317964,Universidad UDIMA Colombia,These ads ran without a disclaimer,≤100
101841301686317,Marian Capriles Realtor in Orlando,These ads ran without a disclaimer,≤100
