Page ID,Page name,Disclaimer,Amount spent (ISK)
737169626371453,Heimildin,Stundin,1877
116586928363474,Borgarleikhúsið,Borgarleikhúsið,526
573559522797177,Flokkur fólksins,Flokkur Fólksins,324
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,189
137524753533383,Miðflokkurinn,Miðflokkurinn,181
103123311914005,Elva Hrönn Hjartardóttir,Elva Hrönn Hjartardóttir,169
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,142
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,133
102133046017049,Evrópuhreyfingin,Evrópuhreyfingin,128
106979180938014,Samstöðin,Samstöðin ehf,120
152804904889,Samfylkingin,Samfylkingin,114
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
626846780726124,Viðreisn,Viðreisn,≤100
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,≤100
263095547109656,Sjálfstæðisfélag Garðabæjar,Sjálfstæðisflokkurinn,≤100
114414808235140,BSCKll - Nguyễn Hồng Siêm,These ads ran without a disclaimer,≤100
