Page ID,Page name,Disclaimer,Amount spent (PLN)
107758219306090,OLX Polska,OLX Polska,≤100
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,≤100
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,≤100
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,≤100
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,≤100
178415208919146,Solidarna Polska,Solidarna Polska,≤100
406758116099067,Fundacja Kasisi,Fundacja Kasisi,≤100
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
1382783485324942,San Miguel,These ads ran without a disclaimer,≤100
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,≤100
