Page ID,Page name,Disclaimer,Amount spent (QAR)
113106835150100,Jassim Alsharshani,Puzzle Marketing And Advertising,≤100
1046302308766060,Hamad Bin Abdulaziz Al-Kawari,These ads ran without a disclaimer,≤100
107141741884439,Aqua Resort Tabarka - Folla Immobiliere,These ads ran without a disclaimer,≤100
110470091436602,Ici Beyrouth,These ads ran without a disclaimer,≤100
106695651835392,Riyadh Expo 2030,These ads ran without a disclaimer,≤100
