Page ID,Page name,Disclaimer,Amount spent (AED)
1175283209338350,Zayed The Inspirer,Zayed The Inspirer,≤100
19746387261,Humane Society International,These ads ran without a disclaimer,≤100
730234677037530,جراتسيا تورز - Gratsia Tours,These ads ran without a disclaimer,≤100
525113340887551,ملتقى السوريين في الإمارات,These ads ran without a disclaimer,≤100
108314674856236,advokat_kukuev,These ads ran without a disclaimer,≤100
116114660037688,C. Carr Gallery Store,These ads ran without a disclaimer,≤100
107812805578559,Abdeldurire,These ads ran without a disclaimer,≤100
106341131134920,Talk it Out with Li Jingjing,These ads ran without a disclaimer,≤100
301960393281716,Study International,These ads ran without a disclaimer,≤100
358767121312773,Fura Gems,These ads ran without a disclaimer,≤100
156279764411149,Times Higher Education,These ads ran without a disclaimer,≤100
110395948439396,المجلس العربي الاعلى للمنح  الدراسية,These ads ran without a disclaimer,≤100
