Page ID,Page name,Disclaimer,Amount spent (GBP)
10677003998,Shelter,Shelter,10175
311627208673,WWF UK,WWF UK,7831
220543443746,International Rescue Committee - UK,International Rescue Committee UK,7167
97708339756,Action for Children,Action for Children,4352
7715002593,UNICEF UK,Unicef UK,3902
9250349228,Greenpeace UK,Greenpeace UK,3156
102639461303190,Fair Pay For All,Fair Pay For All,3098
37981137361,The Children's Society,The Children's Society,2122
7624294394,Amnesty International UK,Amnesty International UK,2027
514212165305248,Leigh Day,Leigh Day,1833
21242962092,ClientEarth,ClientEarth,1695
799576543492660,The Week Junior,The Week Junior,1609
208573062515662,Freedom from Torture,Freedom from Torture,1555
91484672241,Toilet Twinning,Toilet Twinning,1473
26698813123,British Red Cross,British Red Cross,1448
158077247591710,Refuge,Refuge,1272
13533633585,National Trust,National Trust,1131
18044497940,Plan International UK,Plan International UK,1093
7527864602,WaterAid UK,WaterAid UK,1089
13047522725,Crimestoppers,Crimestoppers,1014
35671512696,World Animal Protection UK,World Animal Protection UK,987
121936349543,World Vision UK,World Vision UK,905
117476785190,Save the Children UK,Save the Children UK,888
348366988862054,Oxfam Campaigns,Oxfam Great Britain,785
7715002593,UNICEF UK,UNICEF UK with Facebook Ad Credits,780
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,719
30349161852,Eden Project,Eden Project,693
1613092172114946,DWP Digital,Department for Work and Pensions,679
39605200520,ActionAid UK,ActionAid UK,669
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),661
353224381469808,ifaw,IFAW,653
198081311536,"Natural History Museum, London",The Trustees of the Natural History Museum,638
268801635305,Breast Cancer Now,Breast Cancer Now,621
117509421272,St Mungo's,St Mungo's,577
59304777880,YMCA England & Wales,YMCA England & Wales,572
1660600037490738,Guardian Labs,Guardian Labs,534
246872175166,Action Against Hunger UK,Action Against Hunger UK,517
7569385657,Co-operative Party,Co-operative Party,517
698773137204706,Give My View,Built-ID,517
722939897742608,The Co-operative Bank,The Co-operative Bank,503
40409120801,Refugee Council,Refugee Council,499
177855115588808,The Week UK,The Week UK,463
260012884055691,Metropolitan Police Service,Metropolitan Police Service,458
1046117708754519,Care4Calais,Care4Calais,456
116625838402686,FareShare,FareShare,369
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,328
547761111920012,Anglian Water - Love Every Drop,Anglian Water,323
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,316
6233536938,War Child UK,War Child UK,316
108780457170240,Cut Carbon Not Forests,Cut Carbon Not Forests,310
249209468838241,Good Law Project,Good Law Project,298
106946654868342,Water's Worth Saving,Water UK,296
101255718164248,350 UK,350.org,284
97116898596,Sightsavers,Sightsavers,279
490007667679401,Hugh James,Hugh James,272
328457661378085,Humanity & Inclusion UK,Humanity & Inclusion UK,268
274651352565844,Oltco Ltd,Oltco Ltd,253
912590792245688,NHS Negligence Claims,Online Legal Limited,231
7043497714,Christian Aid,Christian Aid,222
112712550420527,Sumofus UK,SumOfUs,215
8539814909,International Animal Rescue,International Animal Rescue with Facebook Ad Credits,209
107310464728068,Britain Remade,BRM Futures Limited,209
25749647410,The Labour Party,The Labour Party,201
6708565748,CBM UK,CBM UK,197
103835971750,Orbis UK,Orbis UK,193
143950688997864,London Recycles,London Waste and Recycling Board,192
126686317362835,The HALO Trust,The Halo Trust,189
358706239805,Scope,Scope,183
238394282845251,The Big Issue,The Big Issue,173
117476785190,Save the Children UK,These ads ran without a disclaimer,172
110316635021293,UNDO,UNDO Carbon Ltd,170
241312696375349,National Education Union,National Education Union,168
107485499287,Reprieve,Reprieve,162
18168505158,The Woodland Trust,Woodland Trust,158
107154758854119,York and North Yorkshire Devolution,York and North Yorkshire Devolution,154
7214031395,Oxfam Great Britain,Oxfam Great Britain,154
110538548040758,Care2 UK,John Ayling & Associates,143
408582579294175,UK government,UK Government,140
135456716565905,Guardian Jobs,Guardian Jobs,137
290498754454402,European Movement UK,European Movement UK,129
313376249090900,The Humane League UK,The Humane League UK,126
1721275931466984,The Reclaim Party,The Reclaim Party,126
46074836918,The Trussell Trust,Trussell Trust,125
1450681158291594,Counter Terrorism Police UK,Counter Terrorism Police UK,125
112845639376,Refugee Action,Refugee Action,123
10986039307,VSO,VSO,121
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,120
47612991154,Dignity in Dying,Dignity in Dying,120
149666996584,Federation of Small Businesses - FSB,Federation of Small Businesses,117
949047155159569,ConnectFutures,ConnectFutures with Facebook Ad Credits,116
139695000173,Good Energy,Good Energy,110
61950489543,Labour North West,The Labour Party,109
