Page ID,Page name,Disclaimer,Amount spent (ISK)
737169626371453,Heimildin,Stundin,941
439162066281959,Fulltrúaráð sjálfstæðisfélaganna í Rangárvallasýslu,Fulltrúaráð sjálfstæðisfélaganna í Rangárvallasýslu,451
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,422
137524753533383,Miðflokkurinn,Miðflokkurinn,350
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,263
128854307193614,Landsvirkjun,Landsvirkjun,237
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,150
250725931675,Forsætisráðuneytið,Forsætisráðuneytið,103
154893001218870,ADHD samtökin,ADHD samtökin,≤100
573559522797177,Flokkur fólksins,Flokkur Fólksins,≤100
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,≤100
276274722490886,Alþýðusamband Íslands - ASÍ,Alþýðusamband Íslands - ASÍ,≤100
263095547109656,Sjálfstæðisfélag Garðabæjar,Sjálfstæðisflokkurinn,≤100
74969168478,Sjálfstæðisflokkurinn í Hafnarfirði,Sjálfstæðisflokkurinn í Hafnarfirði,≤100
157073914303469,Stjórnarskrárfélagið -The Icelandic Constitution Society,Stjórnarskrárfélagið,≤100
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,≤100
1249630708423717,MUNER Motorvehicle University of Emilia-Romagna,These ads ran without a disclaimer,≤100
98673036962,ROLDA,These ads ran without a disclaimer,≤100
