Page ID,Page name,Disclaimer,Amount spent (CRC)
265843867173714,La Revista,La Revista,1736
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,1563
643513979193133,Unidos por Beatriz,Neuma,1295
1540070352761579,Leslye Bojorges,Leslye Ruben Bojorges Leon,1108
102851155670931,mUEve,mUEve,1108
450806748585319,María Marta Carballo Diputada,Gabriela De Los Angeles Marin Quijano,561
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,554
114777685207518,Viva: Juntos por la Niñez,These ads ran without a disclaimer,≤100
111169113780515,Instituto de Educación y Crianza,These ads ran without a disclaimer,≤100
105426172254117,brave_sinergy,These ads ran without a disclaimer,≤100
109376494661183,Aliaxis Latam,These ads ran without a disclaimer,≤100
117476041631671,AmCham Costa Rica,AmCham Costa Rica,≤100
