Page ID,Page name,Disclaimer,Amount spent (UYU)
2229936167288652,Juan Sartori,Equipo Juan Sartori,1083
1663909410533738,Pit-Cnt - oficial,PITCNT,897
2332750643467917,Yamandú Costa,José Manuel Gutiérrez Pereira Das Neves,688
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,464
308762172579887,Rodrigo Goñi Reyes,Maria Florencia Porro,449
101576612559854,Encuentro ENFA,Encuentro EnFA,422
225968600759645,Andrés Lima,Ernesto Dario Castro Rodriguez,278
860395507438977,Compromiso con el Cambio,Compromiso con el Cambio,119
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,106
347265340270,Architecture Competitions,These ads ran without a disclaimer,≤100
280833151162,LCI Barcelona,These ads ran without a disclaimer,≤100
103501611166874,Saurio,These ads ran without a disclaimer,≤100
