Page ID,Page name,Disclaimer,Amount spent (COP)
201504926957834,Luis M. Carvajalino,Luis Manuel Carvajalino Quin,47335
499121313802137,Túnel Guillermo Gaviria Echeverri,Túnel Guillermo Gaviria Echeverri,25119
101871502791636,Carlos Acosta Juliao Oficial,Toro Digital,23304
310454127055,Politécnico Grancolombiano,Sergio Fernando Gallo Suarez,22567
130834367164,Red PaPaz,Red PaPaz,21479
149421481734737,"ACNUR, la Agencia de la ONU para los Refugiados",These ads ran without a disclaimer,20694
111248191341056,Linda Pinedo Puello,Carlos Andres Perez Lopez,16763
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,15105
1004865626202028,Jaime Peña Peñaranda,Joseph Ferney Galvis Gonzalez,9321
1147318942107929,Todos Somos Una,DEBRAIN LLC,8106
797815127058039,Delighttourscancun,These ads ran without a disclaimer,7685
117255605587647,Leonardo Huerta,Leonardo Huerta,6859
264386463968386,Nubia Stella Martínez,Centro Democrático - Comunidad Oficial,4608
407615769604377,Mutante,Fundación Mutante,4567
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,4333
851680034864966,Proantioquia,FUNDACION PARA EL DESARROLLO DE ANTIOQUIA. ANTIOQUIA POR COLOMBIA,3824
103727635426939,Alexandra Vásquez Ochoa,Leider Alexandra Vasquez Ochoa,3055
969143216462972,Felipe Cañizalez,Andreina Quintero Correa,2538
446016199240073,SERGIO MENDOZA,Sergio Mendoza,2468
110095518587579,Verdad & Pruebas,Verdad & Pruebas,1993
275606287530,CEMEX,These ads ran without a disclaimer,1983
175346789490397,Peyi Paternina,Peyi Paternina,1617
105896879028919,MarcosUrrutia,Esteban Danilo Martinez Reyes,1607
765302097170348,Línea Cero,Linea Cero,1427
1400280116941194,Fabian Diaz,Fabian Diaz,1333
1823807254333065,Soy Más País,Soy Mas Pais,1238
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,1206
581095835894514,Noticentro 1 CM&,Noticentro 1 CM&,1098
103018426046275,German es el Man,German Montes,831
303695930565561,Miguel Zarate,Miguel Anthony Zarate Nieves,819
200207836752561,Opinión Caribe,Opinión Caribe,727
1815626541807349,Agencia de Periodismo Investigativo,Norbey Quevedo Hernandez,675
378127682385944,Julián Peinado Ramírez,Julián Peinado,643
643513979193133,Unidos por Beatriz,Neuma,567
104542552452795,Shirley Charris,Shirley Charris,530
1668886976475466,David Gutierrez Mantilla,Jorge Luis,397
1391674454185591,Concejal Kelly Ortiz,Kelly Ortiz,367
2669717723253920,Luis Fernando Llanos,Luis Fernando Llanos Pabon,348
106640878493249,Omar Marín Reyes,Omar Marin Reyes,332
165042833621264,Schneider Electric,These ads ran without a disclaimer,326
103461608916621,Claudia Carrasquilla,Claudia Carrasquilla,280
148553182705913,Claudia Andrade Barrancabermeja Libre,Sebastian Giral Gomez,246
110880711910202,Yon Fredy Gonzalez,These ads ran without a disclaimer,237
838927469815494,Diana Diago,Diana Marcela Diago,229
835710939898329,Paulina Aguinaga,Paulina Aguinaga,154
237316706446146,Alianza Francesa de Pereira,Alianza Francesa de Pereira,149
2203948933156649,Oriana Zambrano Montoya,Oriana Teotiste Zambrano Montoya,≤100
113618363745901,Humai,These ads ran without a disclaimer,≤100
106705837772065,Posgrados Universidad Piloto de Colombia,These ads ran without a disclaimer,≤100
351633895540830,Cristhian Fernandez Concejal,Cristhian Camilo Fernandez Morales,≤100
105741317759787,Johnatan Taborda,Johnatan Andres Taborda Gomez,≤100
747420075340256,El Agricultor Primero,These ads ran without a disclaimer,≤100
861234197280988,Stefany Gómez Concejala de Armenia,Stefany Gomez Murillo,≤100
106106338492581,Pacto Histórico Juvenil,Pacto Histórico Juvenil,≤100
209105685777202,Estrenar Vivienda,These ads ran without a disclaimer,≤100
101141362593364,CAM en Español,These ads ran without a disclaimer,≤100
239295866437866,Eagle Natural Resources,These ads ran without a disclaimer,≤100
206871509410716,Clacso - Consejo Latinoamericano de Ciencias Sociales,These ads ran without a disclaimer,≤100
1647925548794693,Pacific Training Group,These ads ran without a disclaimer,≤100
