Page ID,Page name,Disclaimer,Amount spent (GBP)
100771226087265,Susie's Tips,Susie's Tips,11119
311627208673,WWF UK,WWF UK,7028
102639461303190,Fair Pay For All,Fair Pay For All,5695
66188945100,Ben & Jerry's,Ben & Jerry's,4129
7715002593,UNICEF UK,Unicef UK,4056
7214031395,Oxfam Great Britain,Oxfam Great Britain,4039
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),3572
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,2806
8807334278,Conservatives,The Conservative Party,2791
9250349228,Greenpeace UK,Greenpeace UK,2430
514212165305248,Leigh Day,Leigh Day,2003
348366988862054,Oxfam Campaigns,Oxfam Great Britain,1699
408582579294175,UK government,UK Government,1659
25749647410,The Labour Party,The Labour Party,1263
799576543492660,The Week Junior,The Week Junior,1066
101602743218479,Stop It Now! UK and Ireland,"Stop It Now! UK and Ireland, The Lucy Faithfull Foundation",1032
61950489543,Labour North West,The Labour Party,909
107310464728068,Britain Remade,BRM Futures Limited,871
7527864602,WaterAid UK,WaterAid UK,869
841894835830532,Electoral Commission UK,Electoral Commission UK,848
139695000173,Good Energy,Good Energy,812
7043497714,Christian Aid,Christian Aid,794
18168505158,The Woodland Trust,Woodland Trust,720
10677003998,Shelter,Shelter,714
35671512696,World Animal Protection UK,World Animal Protection UK,696
401847960644025,Extinction Rebellion UK,Extinction Rebellion,677
107509044383300,Médecins Sans Frontières / Doctors Without Borders (MSF),Médecins Sans Frontières / Doctors Without Borders (MSF),603
601388547012748,Ecologi,Ecologi,589
34044296391,Surfers Against Sewage,Surfers Against Sewage,582
121936349543,World Vision UK,World Vision UK,569
21242962092,ClientEarth,ClientEarth,560
13047522725,Crimestoppers,Crimestoppers,544
177855115588808,The Week UK,The Week UK,543
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,502
220543443746,International Rescue Committee - UK,International Rescue Committee UK,497
101958682650112,ESG UK,Energy Saving Grants,457
805056259512648,Transport for Greater Manchester,Transport for Greater Manchester,452
71409503111,Manchester City Council,Manchester City Council,452
46074836918,The Trussell Trust,Trussell Trust,446
89151782746,Fauna & Flora International,These ads ran without a disclaimer,403
143837658998810,WWT,Wildfowl and Wetlands Trust,397
117476785190,Save the Children UK,Save the Children UK,396
10114144851,NSPCC,NSPCC,390
1660600037490738,Guardian Labs,Guardian Labs,388
208573062515662,Freedom from Torture,Freedom from Torture,350
2047806148766050,Animal Equality UK,Animal Equality UK,329
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,325
137385490131,Electoral Reform Society,Electoral Reform Society,324
195754307110390,Right To Life UK,Right To Life UK,290
106631184620192,The Tenant Support Helpline,Tenant Support Helpline,289
106205865302441,Just Stop Oil,Just Stop Oil,285
166917856704286,Essex County Council,Essex County Council,285
26698813123,British Red Cross,British Red Cross,281
169042736456594,All Out,All Out,279
358706239805,Scope,Scope,276
274651352565844,Oltco Ltd,Oltco Ltd,276
1586251881644270,Keir Starmer,The Labour Party,260
200006375787,38 Degrees,38 Degrees,256
112712550420527,Ekō UK,Ekō,248
102419351480447,Budweiser Brewing Group UK&I,AB InBev,247
238394282845251,The Big Issue,The Big Issue,245
167898406587045,Holiday Extras,Holiday Extras,242
6040534532,One Acre Fund,One Acre Fund,238
40409120801,Refugee Council,Refugee Council,236
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,233
59367068326,The Ramblers,The Ramblers,231
685018844928882,Labour North,The Labour Party,224
1608245282744484,Yorkshire and the Humber Labour Party,The Yorkshire and Humber Labour Party,213
246872175166,Action Against Hunger UK,Action Against Hunger UK,212
122052607808255,CAGE,CAGE,207
47612991154,Dignity in Dying,Dignity in Dying,200
358126247463,Speech and Language UK,Speech and Language UK,192
175236169235474,"Berks, Bucks and Oxon Wildlife Trust - BBOWT",Berkshire Buckinghamshire and Oxfordshire Wildlife Trust,188
486629864706816,Chichester Liberal Democrats,Jill Hilliard,186
249209468838241,Good Law Project,Good Law Project,182
159969930741814,The Wildlife Trusts,The Wildlife Trusts,166
101255718164248,350 UK,350.org,164
632184833605348,YouPolitics.uk,Robin Michael Horsley,164
10986039307,VSO,VSO,162
30540151272,GAY TIMES,GAY TIMES,160
965312526817132,Ashford Labour,Ashford Constituency Labour Party,157
175584152579855,Unite the union,Unite the union,154
158077247591710,Refuge,Refuge,150
290498754454402,European Movement UK,European Movement UK,149
124471347603278,Positive Money UK,Positive Money,148
116658961367075,GloryRideMusical,Fifty Technology,144
713179875369048,London Gov,The Greater London Authority,139
110538548040758,Care2 UK,John Ayling & Associates,135
313376249090900,The Humane League UK,The Humane League UK,134
13533633585,National Trust,National Trust,131
108906498687347,Knife Sentence,Knife Sentence,130
156483561056782,Magic Breakfast,Magic Breakfast,129
569834799727730,National Grid UK,National Grid UK,121
353224381469808,ifaw,IFAW,121
18044497940,Plan International UK,Plan International UK,119
226186737535800,Bristol & South Gloucestershire Conservatives,Bristol & South Gloucestershire Conservatives,108
18933990398,Stonewall,Stonewall UK,108
1046117708754519,Care4Calais,Care4Calais,107
422057808529068,Putting Haverhill First,Putting Haverhill First,106
228393814606663,West of England Combined Authority,West of England Combined Authority,106
100226310084172,University of Reading,These ads ran without a disclaimer,104
104659471147991,City of Leicester Conservatives,City of Leicester Conservative Federation,103
108951391565231,Help to Heat,Huw John Llewellyn,103
103835971750,Orbis UK,Orbis UK,102
6708565748,CBM UK,CBM UK,101
46852258376,Anti-Slavery International,Anti-Slavery International,≤100
110100268235797,Hyphen,Link Media Corporation Ltd,≤100
13655260370,Penguin Books,Penguin Books,≤100
8126393663,MS Society UK,MS Society UK,≤100
104804655677262,Know Violence Against Women,Cambridgeshire Constabulary HQ,≤100
216412798461590,TCV - The Conservation Volunteers,TCV - The Conservation Volunteers,≤100
111503161740182,AGBI,AGBI,≤100
346684596111093,KinKind,KinKind Ltd,≤100
39605200520,ActionAid UK,ActionAid UK,≤100
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,≤100
763665157015124,Silver Voices,Silver Voices,≤100
6707857033,Global Justice Now,Global Justice Now,≤100
391643007520822,Mid Suffolk Green Party,Mid Suffolk Green Party,≤100
14169285463,Gumtree UK,Gumtree UK,≤100
112845639376,Refugee Action,Refugee Action,≤100
108995912015327,Energy Advice London,Energy Advice London,≤100
111339325988454,The Coders Guild,The Coders Guild,≤100
114651147002520,SSE Energy Solutions,SSE,≤100
8422578815,Soil Association,Soil Association,≤100
9695206314,Sustrans,Sustrans,≤100
249618799243125,South Norfolk Conservatives,South Norfolk Conservatives,≤100
146549422028829,The TaxPayers' Alliance,The TaxPayers' Alliance,≤100
135456716565905,Guardian Jobs,Guardian Jobs,≤100
100611146042662,Citizen Reach,CAN Digital Solutions Ltd,≤100
698773137204706,Give My View,Built-ID,≤100
228249960960213,Simon Clarke MP,Simon Clarke,≤100
202711963650198,Tatton Conservatives,Tatton Conservatives,≤100
379736282091580,Great Yarmouth Labour,The Labour Party,≤100
1553554041540601,Burton and Uttoxeter Conservatives,Burton and Uttoxeter Conservatives,≤100
388650307829032,Rachel Reeves,Office of Rachel Reeves MP,≤100
490007667679401,Hugh James,Hugh James,≤100
112712550420527,Ekō UK,SumOfUs,≤100
547761111920012,Anglian Water - Love Every Drop,Anglian Water,≤100
120235764665422,Broxtowe Borough Council,Broxtowe Borough Council,≤100
110934940687948,"Sharon Graham - General Secretary, Unite the Union",Unite Sharon Graham,≤100
63451405593,NFU Online,NFU Online,≤100
345382132326295,Barnet Council,Barnet Council,≤100
528125197395187,Darlington Conservatives,Darlington Conservative Party,≤100
6574632957,Unlock Democracy,Unlock Democracy,≤100
102652489284681,London Hair and Cosmetic Surgical Centre,Maziar Sadri,≤100
363954377093123,Yorkshire Smokefree,Yorkshire Smokefree,≤100
37981137361,The Children's Society,The Children's Society,≤100
195913827088337,Doctors of the World UK,Doctors of the World UK,≤100
38241997652,Lymphoma Action,Lymphoma Action,≤100
