Page ID,Page name,Disclaimer,Amount spent (NGN)
2010410822318073,Tvcnewsng,Tvcnewsng,≤100
103018869332378,BantuPage,BantuPage,≤100
110115410861584,Gombe Geographic Information Systems,Gombe Geographic Information Systems,≤100
108217010644446,Oku Ozieoghene Victory,Oku Ozieoghene Victory,≤100
913242715449176,Prophet Ekong Ituen Ministries,Prophet Ekong Ituen Ministries,≤100
878141452335886,The Hope For Nigeria,HOPE FOR THE NEEDY & SKILLS EMPOWERMENT FOUNDATION,≤100
128728490537179,Senator Asuquo Ekpenyong,Senator Asuquo Ekpenyong,≤100
104679584528987,Flourish,Flourish,≤100
102169824695398,Rero TV,Rero TV,≤100
111311725360802,Career Options,These ads ran without a disclaimer,≤100
297904423657616,The ICIR,The ICIR,≤100
