Page ID,Page name,Disclaimer,Amount spent (ILS)
370270343005611,ישראל ביתנו,ישראל ביתנו,≤100
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,≤100
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,≤100
126099790738165,אנימלס,אנימלס,≤100
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,≤100
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",≤100
136803203078703,להב - לשכת ארגוני העצמאים והעסקים בישראל,Amit Winder,≤100
503274483198404,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,≤100
119925112062377,חדשות האנרגיה הירוקה,Eitan Parnass,≤100
468634849844348,עיריית אור יהודה,עיריית אור יהודה,≤100
142062606449584,משה (קינלי) טור-פז Moshe Turpaz,קינלי טור-פז,≤100
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,≤100
