Page ID,Page name,Disclaimer,Amount spent (VND)
100166199425187,MP huyền phi,These ads ran without a disclaimer,155999
433021940073910,WWF-Việt Nam,WWF-Việt Nam,100093
110488935148041,Ngô sỹ thành đạt,These ads ran without a disclaimer,48561
1896717760436363,Hạnh Hải Osaka . ハインハイ大阪,These ads ran without a disclaimer,37442
103860259157580,Nguyễn Phạm Minh Cương,These ads ran without a disclaimer,22496
460776921118227,VieON,These ads ran without a disclaimer,11117
101865258169428,ĐEN Secondhand,ĐEN Secondhand,2228
102094569338202,Hạnh Hải Osaka ハインハイ大阪,These ads ran without a disclaimer,256
919479674872321,Báo Nghệ An,Báo Nghệ An,214
1559615584368534,TAIHEN,These ads ran without a disclaimer,122
