Page ID,Page name,Disclaimer,Amount spent (USD)
147084112022235,La Nouvelle Tribune,La Nouvelle Tribune,≤100
578201022242371,MJCC وزارة الشباب والثقافة والتواصل,"Ministère de la Jeunesse, de la Culture et de la Communication",≤100
1117512094962616,Ministère de l’Industrie et du Commerce,MCINET,≤100
167254950013774,Rue20.Com,Ayoub Elkouari,≤100
123393171111656,Mehdi Bensaid   المهدي بنسعيد,Mohammed Mehdi Bensaid,≤100
161637767281862,LE MATIN.ma,Groupe Le Matin,≤100
101078922404087,الناطق الرسمي باسم الحكومة المغربية,الناطق الرسمي باسم الحكومة المغربية,≤100
101970812076593,Madar 21 مدار,Madar 21 مدار,≤100
605527566303955,القناة,al9anat.com,≤100
107424440982021,Eekad - إيكاد,These ads ran without a disclaimer,≤100
492367411199418,Troll Politics - طرولات سياسية,trollpoliticsmorocco.com,≤100
122448504996317,Maghreb Intelligence,Maghreb Intelligence,≤100
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100
112858818321323,الحدث بالدارجة,These ads ran without a disclaimer,≤100
1174118549367115,Almoharir,Almoharir,≤100
974896235961055,UPL-Ltd,These ads ran without a disclaimer,≤100
108842875028489,المستشار البرلماني السالك الموساوي,Aimad Eddine Abouhou,≤100
391888397994631,Belpresse,These ads ran without a disclaimer,≤100
194953000528458,Global Campus of Human Rights,These ads ran without a disclaimer,≤100
111014922285371,Transparency International,These ads ran without a disclaimer,≤100
222957571664804,StudentHub,These ads ran without a disclaimer,≤100
