Page ID,Page name,Disclaimer,Amount spent (INR)
148200615837635,Malur ES EN Krisshnaiah Setty,Malur ES EN Krisshnaiah Setty,11191
100626912687369,Kai Yerisi Karunadigagi - ಕೈ ಏರಿಸಿ ಕರುನಾಡಿಗಾಗಿ,Kai Yerisi  Karunadigagi,8415
568928239883450,The Times Of A Better India,The Times Of A Better India,6758
173132270075189,Dr. S Shivaraj Patil,Dr. S Shivaraj Patil,5856
104000639186504,Vivek Subba Reddy for Jayanagara,Vivek Subba Reddy for Jayanagara,5094
689941247806927,Dr. Murugesh R Nirani,Karnataka Social Media,4889
100593012792684,Keerthan Kumar,Keerthan Kumar,4301
102099855874205,40% Sarkara - 40% ಸರ್ಕಾರ,40percentsarkara,4020
113125761613615,Namma CM Bommai,Recro Media,3931
30290552843,Greenpeace India,Greenpeace India Society,3905
21169267101,Give,Give,3763
270666596375251,Jhatkaa.org,Jhatkaa.org,3395
127511739040748,Babasaheb D Patil,Babasaheb D Patil,3264
104830828593863,ಮುರುಗೇಶ್ ನಿರಾಣಿ ಅಭಿಮಾನಿ ಬಳಗ,ಮುರುಗೇಶ್ ನಿರಾಣಿ ಅಭಿಮಾನಿ ಬಳಗ,3257
110762181824589,Janata Dal Secular Again,MG Digital Agency,3255
326102339565,Oxfam India,Oxfam India,3127
107395897271506,Kutumb,Swatantra Verma,3087
109324341847519,Basavaraj Bommai Fans Club,Recro Media,2955
404746486258732,Project Nanhi Kali,Project Nanhi Kali,2674
110431218358189,Take Back Bengaluru,Take Back  Bengaluru,2441
1056010911168792,Prahlad Pujar,Prahlad Pujar,2079
545168122343271,S Muniraju,S Sendil Kumar,2043
117276964607765,S B Ghatage,Sangmesh Kallappa Modi,2014
118486457802712,Hemagirish Havinal,Giridhar Hiremath,1843
247698975430137,Basava Nadina Bhagiratha,Venkataramappa Ramesh,1829
187676248496384,Prithvi Reddy,Prithvi Reddy,1690
107533605102536,Panchanagouda Dyamanagoudar Official,Sangmesh Kallappa Modi,1660
1743067122437159,R Manjunath MLA,Kiran Kumar M,1650
111785508429928,Aramane Shankar,Aramane Shankar,1596
462985223894409,CrowdWisdom360,CrowdWisdom360,1552
306387566086726,T B Jayachandra,T B Jayachandra,1486
1826491730900559,Keshava Rajanna B,Abishek Nb,1406
104633612411419,Dr Samir Kagalkar,Dr Samir Kagalkar,1389
468618699957192,S R Patil - Shivanagouda R Patil,Tejraj Patil,1366
174283119250672,Save the Children India,Bal Raksha Bharat,1238
102098615927130,Nam Namo - ನಮ್ ನಮೋ,karunadueesanje.com,1179
571167629925037,Ravi Boseraju,Somchandra Penumatcha,1140
1530456743864870,Dr Subedar shahapur,Shubham Kumar Gupta,1072
1438724319681116,DK Shivakumar,DesignBoxed,1069
109795201893113,Shankar Madalagi,Flywheels Embedded Research Private Limited,1044
100332145112017,Gulihatty D Shekhar MLA,Gulihatti Divakarappa Shekhar,1029
225469604484322,"GI Tagged - Geographical Indications, India",GiTAGGED,1015
531434090219534,Aam Aadmi Party Bangalore,Aam Aadmi Party Karnataka,960
110157505314549,Bhumireddy Ramagopal Reddy,Bhumireddy Ramagopal Reddy,953
107567597838557,Dr CM Rajesh Gowda,Nagendra H N,899
1882790305270282,ಶ್ರೀ ಬಾಪುಗೌಡ ಪಾಟೀಲ. Bapugouda Patil.,Sneha Patel,872
1559211387686845,Log 9 Materials,Log 9 Materials Scientific Private Limited,849
104997724504789,K Mahadev,K Mahadeva,829
102829655999310,Abdul Hameed Mushriff - ಅಬ್ದುಲ್ ಹಮೀದ್ ಮುಶ್ರೀಫ್,Nitesh Mahesh Pogul,808
108686290902855,Mallikarjun Madal,Dayananda R,768
285029500623,CARE India,CARE India,757
100489912964573,H D Kumaraswamy For CM,Mahammadgouse Shaik,728
198398326957053,Shree Krishnayan Desi Gauraksha Avam Golokdham Sewa Samiti,These ads ran without a disclaimer,692
103812439247204,Keshava Rajanna B Fanpage,Abishek Nb,663
102707496070849,ರಾಮಸಾಗರ ನಾರಾಯಣಪ್ಪ ಅಭಿಮಾನಿಗಳು,Bharath Raj,581
286437648137325,L.A.Ravi Subramanya,Sharva Creative Communications,534
823424207697011,"Sri Umamaheshwara Temple, Shivapady",Vijay S,512
109932638585884,B M Thimmashetty,Bharath Raj,512
190558061514426,Sharath Krishnamurthy,Vikas C V,509
107533605102536,Panchanagouda Dyamanagoudar Official,Panchanagouda Dyamanagoudar Official,496
113007061680460,ಮನೆ ಮಗ ಮಂಜಣ್ಣ,ಮನೆ ಮಗ ಮಂಜಣ್ಣ,489
556794794409307,Sapthagiri Gowda,Sapthagiri Gowda,479
103298848218762,Prakash Nedungadi,Prakash Pitamber Nedungadi,478
104516512296314,Kartikeya Sharma,Adv Tech,469
109707661884154,Indian Compass,theindiancompass.com,444
103488114954871,M G Rangadhamaiah ಎಂ ಜಿ ರಂಗಧಾಮಯ್ಯ,M G Rangadhamaiah ಎಂ ಜಿ ರಂಗಧಾಮಯ್ಯ,427
109141098395573,Inclusive Minds,Inclusive Minds,407
102753902689230,ದಿವಾಕರ್ ಗೌಡ್ರು ಅರಕಲಗೂಡು,ದಿವಾಕರ್ ಗೌಡ್ರು ಅರಕಲಗೂಡು,406
106421832358876,ನೆಲಮಂಗಲದ ಜನ ನಾಯಕ Nelmangala Jana Nayaka,Ayush Shukla,397
170484126349815,Indian Cancer Society,Indian Cancer Society,389
468797023251148,Bhumireddy Rama Gopal Reddy,Sai Srinivas Reddy Bhumireddy,388
108077782202949,Sri Rama Sene Udupi,Mahendra Singh Thakuri,380
107989018290193,Dr.Vijay Dahiphale,Aslam Afroz Kazi,375
101721719356823,ನಮ್ಮ ಮನುಷ್ಯ - ಡಾ. ಎ ಆರ್ ಬೆಳಗಲಿ,Nitesh Mahesh Pogul,372
108209555020383,B somashekar,RMT,367
1969135433409985,Lingesh KS,Lingesh KS,355
108800567264952,Venu Gopala B,Venugopala,350
639694792790462,Umesh Shetty,Karnataka Times,343
104594334484048,Rajat Ullagaddimath,Gundala Rahul,329
102218576103904,Badlaav ki Aandhi Priyanka Gandhi,Badlaav Ki Aandhi Priyanka Gandhi,317
108368481299858,Karnataka Times,Sai Kiran,314
542975576226588,My Leaders,MYLEADERS TECHNOLOGIES,313
1773399826269484,Rakesh Kallur,These ads ran without a disclaimer,310
103778385947839,My first Vote to Manjanna,Srinivas Kini,306
110012960710286,Dheeraj Muniraj,Sivaramakrishna Kolusu,304
2108726996065900,Bhawani Singh Rundal,Pawan Kumar Sharma,295
109986065209042,Mera Apna Rahul,MeraApnaRahul,281
105629428970283,Raija Solar,Raija Solar,275
625163821153270,KV Mallesh,Krishnakanth,272
524665794408050,CASA,Arushi Narchal,271
105574445023839,Govardhan GC,Govardan Gc,260
696662543693222,Manjunath Rajajinagar,Manjunatha,260
190806964401872,Srinivas Mane,Sameerkhan S Havaldar,251
116006448044854,Manjanna for Minister,Manjanna for Minister,244
1287678198049472,Child Help Foundation Outreach,Child Help Foundation Outreach,243
106291952149593,Manjunath Naidu,Manjunath Naidu,232
110540565228341,Ganguly H Kurabathalli,Ganguly H Kurubathalli,217
1422722534642965,B Suresh Gowda,Click Digital Marketing Services,207
210251616112761,India Development Review,India Development Review,204
912096938897209,Vijay Singh,Vijay Singh,204
132689140088396,smilefoundation,Smile Foundation,204
157411781636662,Hoodi Vijaykumar,Sharva Creative Communications,190
103782051383159,School of Politics,School of Politics,190
354367235067876,B P MANJE GOWDA -Baguru Manjegowda,PE- POLL Analytics LLP,184
112395020284536,Inquilab India,Inquilab India,184
