Page ID,Page name,Disclaimer,Amount spent (CLP)
228557190541436,BancoEstado,BancoEstado,56070
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,54255
105798328215264,Asistencia Familia,Asistencia Familia,46625
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,36922
103527991214141,Cero DICOM,Cero Dicom,35908
117807634946410,Sociedad de Fomento Fabril (Sofofa),Sofofa,26608
580663538777736,Consejo Minero,Feedback Comunicaciones,24039
78239901502,Diario Financiero,Grupo DF,14483
108291914947259,Mi Derecho a Educar,Mi Derecho a Educar,14124
1447342118848920,Universidad Adolfo Ibañez,Universidad Adolfo Ibáñez,12874
101777549186318,convocacion,These ads ran without a disclaimer,9732
710390285658166,Ximena Rincón,Ximena Rincón,8046
191871627527097,INGENIERIAUDD,Ignacio Rivas Fernandez,7661
10152723078,Alejandro Navarro,Alejandro Navarro,6902
112555455065264,Vehículos en Peligro,Vehículos en Peligro,6139
26929188652,El Observatodo,MiVoz.cl,5202
254968451965503,Juan Valdes,Juan Valdes,4645
103030962615298,Chile YAAC,Chile YAAC,4176
478976528820583,I. Municipalidad de La Granja,Brecha Digital Consultores Ltda.,4089
100645555080281,Academia Nacional de Litigación,Academia Nacional de Litigación,4023
184559421980613,Vlado Mirosevic,Vlado Mirosevic Verdugo,4023
204430603582,La Tercera,These ads ran without a disclaimer,3524
19591763420,Mallplaza,These ads ran without a disclaimer,2414
113540781539326,Workmed,Workmed,2213
226593947367922,Cultiva,Cultiva,2182
211625929000469,Jaime Escudero,Jaime Escudero,2089
283127255038093,Qué Pasa,These ads ran without a disclaimer,2055
295886120554128,Polpaico,Cemento Polpaico SA,1776
106088671518497,Agustín Iglesias Concejal Independencia,Agustin Ignacio Iglesias Munoz,1682
145925692108470,Educación Continua UC Temuco,UNIVERSIDAD CATÓLICA DE TEMUCO,1674
116242061445189,,These ads ran without a disclaimer,1666
576802222491354,Elecciones Presidenciales Chile,Elecciones Presidenciales Chile,1665
103259918760204,Lista negra política La voz de la Muchedumbre.,Cristian Alejandro Vivian Troncoso,1635
2535216276502759,Beeok,Beeok,1609
154785904692548,SalmonChile,SalmonChile,1609
463509033710164,Walmart Chile Vivamos Mejor,Walmart Chile,1241
110951722267366,World Vision Chile,World Vision Chile,1221
181189911970230,Alberto Undurraga V,Alberto Undurraga V,1041
103959840944518,c.f_tienda_,These ads ran without a disclaimer,1009
110405624650830,Chile En La Encrucijada,Juan Antonio Montes Varas,848
102422525535808,FARMACIAS PUNTO BLANCO,Ranko Frane Lenac Pizarro,818
112863284811655,Partido Alianza Verde Popular,Partido Alianza Verde Popular,817
1657924067839348,Aguas Antofagasta Grupo EPM,These ads ran without a disclaimer,805
78239901502,Diario Financiero,These ads ran without a disclaimer,805
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,805
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,805
266574477169217,Ciudadano Videla Diputado,Elias Vaca Sanchez,711
106294378574590,Análisis con Patricio Altamirano,Pablo Ignacio Güiza Illanes,653
103190368459423,Scarlett Valdés Pizarro,Scarlett Beatriz Valdés Pizarro,597
100702245161627,Norma Córdova,Norma Córdova,589
1566619386970328,Agrupación de victimas de violencia policial de Chile,Miguel Angel Fonseca Carrillo,494
101180752297383,Gustavo Benavente Diputado,Gustavo Adolfo Alberto Benavente Vergara,494
108520721594832,Es tu salud Chile,BFLOOW SPA,491
549639541905708,DLphone,These ads ran without a disclaimer,455
103934207741083,Selena Ryan,These ads ran without a disclaimer,443
1257818931046767,Azerta Chile,Azerta,438
107678795639792,Ernesto Antonio Vera Rodríguez,Ernesto Vera,390
411851492489649,Somos CMPC,CMPC,373
860605540813125,BTG Pactual Chile,BTG Pactual Chile,370
1157078510981546,Corporación Municipal Gabriel González Videla,Corporación Municipal Gabriel González Videla,367
107983511078102,Flor Weisse,Flor Isabel Weisse Novoa,359
102020808805309,Cristian Quilodran Parra,Cristian Quilodran Parra,238
1489474107936390,Gasvalpo,These ads ran without a disclaimer,161
111232968542053,Manual del Instalador Solar,These ads ran without a disclaimer,161
332967387146069,Diputado Andrés Celis Montt,Andrés Celis Montt,152
108523631002340,Loreta Villegas- Consejera Regional Aysen,Maria Loreta Villegas Almonacid,145
518029991591379,Carlos Soto Alcalde,Carlos Ernesto Soto Gonzalez,113
317209815074690,Diario La Batalla de Maipú,Diario La Batalla de Maipú,113
173417548106840,Natalia Romero,Natalia Angelica Romero Talguia,112
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,≤100
103822445860239,Conexión Energía,These ads ran without a disclaimer,≤100
727274947350582,Diario Tierramarillano,Diario Tierramarillano,≤100
350025708997760,Minera Vizcachitas,Minera Vizcachitas,≤100
107843817654667,Marcela Mansilla Potocnjak,Rodrigo Alejandro Niño Carrasco,≤100
239724839481005,Municipalidad de Vicuña,Brecha Digital Consultores,≤100
184169995325116,Gerardo Rojas Escudero,Gerardo Rojas Escudero,≤100
211965552717397,María José Gatica Bertin,María José Gatica Bertin,≤100
107151670642286,Al Aguaite Sin Censura,Maxi Agustin Soto Yañez,≤100
101443865184651,Marianella Benavides Concejala Los Andes,Lidia Marianella Benavides Cardenas,≤100
108145794246480,El Espectador de Ñuble,El Espectadoor de Ñuble,≤100
104185768004486,Rafael Vera Castillo,Rafael Vera Castillo,≤100
111985720928105,Eduardo Cornejo Diputado,Eduardo Cornejo,≤100
110309894432662,Gerald Castillo - Concejal Ovalle,Héctor Rene Baeza Olivares,≤100
36740786362,Fondo de Cultura Económica Chile,These ads ran without a disclaimer,≤100
101668895480680,Concejal Ismael San Martín,Concejal Ismael San Martín,≤100
101579022115580,Javiera Morales Alvarado,Javiera Ignacia Morales Alvarado,≤100
100393644843970,Pedro Burgos Vásquez,Tomás Hilario Maquehue Ampuero,≤100
541390972732127,Consejero Regional Rodrigo Vera,Rodrigo Vera Riquelme,≤100
401680316582113,Periódico de la Costa,PERIODICO DE LA COSTA,≤100
101449098523032,Juan Vilches Concejal,Juan Francisco Vilches,≤100
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100
100520825048827,Movant Connection,These ads ran without a disclaimer,≤100
122226337484423,Energía Inti,These ads ran without a disclaimer,≤100
242604915860706,Caja Los Andes,Caja Los Andes,≤100
645435345921441,Grupo Cbb,These ads ran without a disclaimer,≤100
