Page ID,Page name,Disclaimer,Amount spent (CRC)
102084562479533,Digital506,Digital506,≤100
105655721900130,Diputada Johana Obando,Juan Andres Vasquez Quiros,≤100
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,≤100
