Page ID,Page name,Disclaimer,Amount spent (PYG)
532716330164048,Sole Núñez,PautaPY,1150138
1743207422388410,Paraguay Vota,Pablo Benítez,1069634
1468570519872644,Santiago Peña,PRANA SA,901579
196599783696918,Efrain Alegre,Comunicá,840018
100959471597014,José Antonio Galeano,José Antonio Galeano,803102
326351758062718,Juan Grassi,Juan Domingo Galeano Grassi,710010
124625661665046,Patrick Kemper,Patrick Paul Kemper Thiede,488427
501786636589565,Rocio Vallejo,Hilda Maria Del Rocio Vallejo Avalos,470815
647864758888200,Seba Garcia,Sebastian Garcia,445936
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,423546
110447625137045,Pilar Callizo,PautaPY,381257
114979542421407,Kattya González,Kattya Mabel Gonzalez Villanueva,315004
132554373464255,La Nación,La Nación,228859
102123052860574,Giampaolo Ficorilli Diputado,Giampaolo Ficorilli Gomez,200301
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,165111
196406677113756,Rafael Filizzola,Comunicá,163609
532716330164048,Sole Núñez,Sole Núñez,145848
104848285795590,Ing. Fede Olmedo,Federico Augusto Olmedo Ramírez,143575
102467002671611,Jorge Heisecke,Jorge Heisecke,142897
325540631525675,En La Tecla,En la Tecla,132231
102963512483270,PyElige,PY Elige,123467
441416009351818,Johanna Ortega,Johanna Ortega,109481
241512319274531,Sixto Pereira,Sixto Pereira,108095
105947518752311,Agustin Saguier,Agustin Saguier,106302
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,93324
121859950827147,Pedro Ferreira,Clelia Andrea Eloisa Balbuena Lomaquis,91327
102266292553995,Sucia Política,Diego Ricardo Ramírez,89426
102917519228790,Bruno Defelippe,PautaPY,80223
1310731702357133,GEN,GEN,77315
102945016103370,Anahi Elizabeth,Anahi Elizabeth Troche Olmedo,77239
100445112671378,Fernando Camacho Senador 2023,Fernando Camacho Senador 2023,71788
161156667809582,Leo Rubin,Leo Rubín,66834
102804492578710,Legalmente Hablando,Nueva Tecno,58153
285454849768,PATRIA QUERIDA,Juan Gabriel Nuñez Caceres,57430
1692624097481207,Mujeres GANAR,Mujeres GANAR,55008
614795685343483,Belén Maldonado,Belén Maldonado,53253
108824810612735,Ing. Jorge Palazón,Jorge Palazon,49653
192161474526084,Luis Fretes Senador,Luis Fretes Senador,47894
153958777947957,Paulo Reichardt,Paulo Reichardt,47884
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,46045
2033757383511165,Mario Paz Castaing,Rocio Magali Moreno Vera,46029
106257452820864,Tito Saguier,PautaPY,45941
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,44051
114061877001545,Víctor Pecci,PRANA SA,43073
446986732060546,ROSA BELLA Cáceres,Antonio Villalba Caceres,42973
100188219465134,Senador Derlis Osorio,Derlis Ariel Alejandro Osorio Nunes,42004
118756543324306,Marcelo Rojas,Marcelo Rojas,40964
110324011295149,Central Unidos - Paraguayos Unidos - Cruzada Nacional,Jorge Danel Guimaraes Fernandez,40647
1365651890238610,Soberanía Paraguay,Prensa_Py,37593
318147514888460,Participación Ciudadana,Participación Ciudadana,34976
1608625919447826,Blanca Ovelar Senadora Nacional,Blanca Ovelar Senadora Nacional,34915
111912341409356,Centinela del Norte,Centinela del Norte,31570
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,27297
125314197496488,Carlos Filizzola,Carlos Filizzola,27267
441529192988697,Rubén Penayo Senador 40/44,Rubén Penayo Senador 40/44,26554
100188219465134,Senador Derlis Osorio,Senador Derlis Osorio,25843
102233525888286,Raulito Benitez Talavera Diputado 2023,Raúl Antonio Benitez Talavera,25128
113713881663916,Guillermo Ferreiro,Estratégias de Comunicación,24338
100617802815343,Orlando Penner Senador 2023,Orlando Penner Senador 2023,21536
102738046115595,Hernán Codas,Hernán Codas Jacquet,20367
263037407490496,Édgar López Senador,Christian Guillermo Vazquez Sanchez,19335
117499181309216,"Oscar Moreira Lacasa Diputado "" LISTA 5 """,Oscar Moreira Lacasa,18012
392501567470357,Martín Arévalo,Mario Martin Arevalo Fernandez,17993
1832577620365172,Eusebio Ramón Ayala Senador 2023,Manu Nuñez Franco,17301
517426394969535,Ricardo Canese,Ricardo Canese,16046
100151689391592,Partido Patriotas Independientes. PPI,Alfredo Raúl Merino Ávalos,15352
109356765453215,Enrique González Quintana,ASP Marketing,15292
283132325082901,Esperanza Martínez,Esperanza Martinez De Portillo,15232
104143542486856,Ya Paraguay,Ya Paraguay,14944
105951684150779,José Chechito López,José Chechito López,14891
242118359309178,Ricardo Estigarribia,Ricardo Estigarribia,14358
1441704549436832,Regina Rios,Regina Rios Irala,14358
109846981881280,Arlene Aquino Morel,Edith Arlene Aquino Morel,12376
107833595148374,Diputado José Rodríguez 2023 - 2028,Diputado José Rodríguez 2023 - 2028,12341
102649292598442,Senador Hugo Richer,Senador Hugo Richer,11860
420279778178605,Adelaida Diputada 2023,Adelaida Cantero De Torres,11694
110060281794994,Luis Talavera Alegre - Presidente 2023,José Emanuel Ruiz Díaz Bogado,11504
