Page ID,Page name,Disclaimer,Amount spent (HNL)
2180582345316242,Secretaría de Desarrollo Social,Secretaria de Estado en el Despacho de Desarrollo Social,1626
1392592317738074,Jorge Cálix,Jorge Cálix,751
703368406666619,Vox Populi HN,Vox Populi HN,714
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,125
114601521910,Jorge Aldana,Jorge  Aldana,≤100
104599735671754,Goberna Honduras,Goberna Honduras,≤100
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
418559754855049,Avante,These ads ran without a disclaimer,≤100
187581588077191,Juan Barahona,Andres Alfredo Castro Turcios,≤100
2238793973101135,Leonardo Ferraz,These ads ran without a disclaimer,≤100
141053389924963,"Zadra Law Firm, P.A.",These ads ran without a disclaimer,≤100
120223804387904,dailypositivityboost,These ads ran without a disclaimer,≤100
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,≤100
