Page ID,Page name,Disclaimer,Amount spent (ISK)
117776632071,Slysavarnafélagið Landsbjörg,Slysavarnafélagið Landsbjörg,16102
314036327204,VR,VR,1615
92267063303,Stöð 2,Stöð 2,442
105986171646268,Diljá Mist,Diljá Einarsdóttir,381
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,236
137524753533383,Miðflokkurinn,Miðflokkurinn,224
1011307815614890,Ríkislögreglustjóri,Ríkislögreglustjóri,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,≤100
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,≤100
148872571795434,Viðskiptaráð Íslands,Viðskiptaráð Íslands,≤100
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,≤100
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,≤100
106430331983242,Ragnhildur Alda M. Vilhjálmsdóttir,Ragnhildur Alda Vilhjálmsdóttir,≤100
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
