Page ID,Page name,Disclaimer,Amount spent (VEF)
645406838886541,Freddy Superlano,an advertiser in Venezuela,8745038
564188034075673,Roberto Enriquez,an advertiser in Venezuela,3940017
106297255064534,Julio Fuenmayor,an advertiser in Venezuela,2000000
102880815345951,filippomessinap,These ads ran without a disclaimer,1000000
101084619090775,Gonzalez10ana,an advertiser in Venezuela,750000
118325041261734,UBAFILOCursos,These ads ran without a disclaimer,2100
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,≤100
100585876396939,selenaryan,These ads ran without a disclaimer,≤100
106718764251730,José Jhonatan Mujica Acosta,an advertiser in Venezuela,≤100
109679378615777,Media Maratón San Celestino,These ads ran without a disclaimer,≤100
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100
