Page ID,Page name,Disclaimer,Amount spent (ISK)
152804904889,Samfylkingin,Samfylkingin,4085
164555479899,Samfylkingin í Hafnarfirði,Samfylkingin í Hafnarfirði,3894
573559522797177,Flokkur fólksins,Flokkur Fólksins,3704
74969168478,Sjálfstæðisflokkurinn í Hafnarfirði,Sjálfstæðisflokkurinn í Hafnarfirði,3494
423451321043674,Vinstrihreyfingin - grænt framboð,Vinstrihreyfingin - grænt framboð,3446
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,2002
626846780726124,Viðreisn,Viðreisn,1754
737169626371453,Stundin,Stundin,1703
127187187348820,Kaspersky,These ads ran without a disclaimer,1553
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,1477
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,1413
332179950192248,Félag atvinnurekenda,Félag atvinnurekenda,1243
154893001218870,ADHD samtökin,ADHD samtökin,1237
192789944066997,Samtök ferðaþjónustunnar,Samtök ferðaþjónustunnar,1012
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,1012
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,989
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,708
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,707
106979180938014,Samstöðin,Samstöðin ehf,485
509866436098947,Sabine Leskopf,Sabine Leskopf,271
106979180938014,Samstöðin,These ads ran without a disclaimer,266
107002601345017,VÁ - Félag um vernd fjarðar,These ads ran without a disclaimer,≤100
111858798487028,TSX,These ads ran without a disclaimer,≤100
387573881345007,EU Maritime & Fish,These ads ran without a disclaimer,≤100
