Page ID,Page name,Disclaimer,Amount spent (SEK)
126567104406,Hyresgästföreningen,Hyresgästföreningen,≤100
109886133732943,RESCUE - Sverige,RESCUE - Sverige,≤100
114526821939129,Arla,Arla,≤100
382243262003,Plan International Sverige,Plan International Sverige,≤100
151159271594797,Systembolaget,Systembolaget,≤100
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,≤100
186513678039755,Fortum,Fortum Sverige,≤100
126840196572,Kia Sweden,Kia Sweden,≤100
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,≤100
162985227114132,Skellefteå Kraft,Skellefteå Kraft,≤100
122854408319,Hjärt-Lungfonden,Hjärt-lungfonden,≤100
608975645850217,Vattenfall,Vattenfall Sverige,≤100
72659261793,Rädda Barnen,Rädda Barnen,≤100
195379633820701,Svenskt Kött,Svenskt Kött,≤100
161213770567846,Operation Smile Sverige,Operation Smile Sverige,≤100
98623096089,Lantmännen,Lantmännen,≤100
273053169937029,ClimateHero,ClimateHero,≤100
95735961890,Greenpeace Sverige,Greenpeace Sverige,≤100
643137272398136,Sverige för UNHCR,Sverige för UNHCR,≤100
8040892957,Socialdemokraterna,Socialdemokraterna,≤100
1757191391203190,Proethos fond,Proethos AB,≤100
207890945895422,Jordens Vänner / Friends of the Earth Sweden,Jordens Vänner,≤100
223053457729155,Unga Örnar,Unga Örnars Riksförbund,≤100
1540294046226139,Feministsmeden,Feministsmeden,≤100
59324455950,UNICEF Sverige,UNICEF Sverige,≤100
208751565805849,Stiftelsen Expo,Stiftelsen Expo,≤100
