Page ID,Page name,Disclaimer,Amount spent (VND)
101825789362820,Trung Tâm Điều Trị U - Triệt Tiêu Các Tế Bào Ung Thư 3,These ads ran without a disclaimer,23577
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,9158
101291915685026,Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,8062
108035415198297,Phạm Văn Thanh - Lương Y Vùng Cao,These ads ran without a disclaimer,7075
110166420768078,Khánh Nhi - Thời Trang Đẹp,These ads ran without a disclaimer,7036
101478189323986,Thầy Phạm Văn Thanh Lào Cai,These ads ran without a disclaimer,6679
105473397490741,Phạm Thị Nga,These ads ran without a disclaimer,5362
111267731617802,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,3888
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,2552
231483033583144,RMIT University Vietnam,These ads ran without a disclaimer,1233
1594005334231968,Daedong Korea Ginseng,These ads ran without a disclaimer,1164
103846552747837,Xuất Khẩu Lao Động Nhật Bản,These ads ran without a disclaimer,1130
102283302096463,Trường học Công nghệ MindX,These ads ran without a disclaimer,971
611794242669170,Pháp Luân Công tại Nha Trang,These ads ran without a disclaimer,704
105754644274173,Hoàng Minh Hiếu,These ads ran without a disclaimer,599
285645041946072,Sỉ lẻ Hàng Hàn giá tốt,These ads ran without a disclaimer,456
101547114557385,Việc Tử Tế - Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,323
111588068591146,Trung Tâm Điều Trị U Tuyến Giáp - Lương Y Phạm Văn Thanh,These ads ran without a disclaimer,284
111059468480604,Gudi.dada,These ads ran without a disclaimer,107
108685817326606,Truther Piece Official,These ads ran without a disclaimer,≤100
160698524545308,Marriott Bonvoy,These ads ran without a disclaimer,≤100
104143465337224,Cùng Nhau Khởi Nghiệp,These ads ran without a disclaimer,≤100
252455384954010,ACEN,These ads ran without a disclaimer,≤100
111325818243419,Dương Ngọc Nhã,These ads ran without a disclaimer,≤100
160027666157156,Con Đường Làm Giàu,These ads ran without a disclaimer,≤100
