Page ID,Page name,Disclaimer,Amount spent (AOA)
106700257795085,OMA Nacional,OMA Nacional,≤100
113228731799870,Mayor Investidor,These ads ran without a disclaimer,≤100
1846950248932338,Marketing Digital Finance,These ads ran without a disclaimer,≤100
