Page ID,Page name,Disclaimer,Amount spent (HNL)
114601521910,Jorge Aldana,Jorge  Aldana,261
104599735671754,Goberna Honduras,Goberna Honduras,151
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,≤100
491553204198958,Revistazo.com,Revistazo.com,≤100
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
107952642129360,Por una Corte Imparcial con Justicia Social,Delmy Saray Caballero Zelaya,≤100
2022735517949062,Municipalidad La LABOR,These ads ran without a disclaimer,≤100
101769325674257,naseartsconsortium,These ads ran without a disclaimer,≤100
105073207967492,CTG Perú,These ads ran without a disclaimer,≤100
319739671441859,Floripa Mil Grau,These ads ran without a disclaimer,≤100
