Page ID,Page name,Disclaimer,Amount spent (VND)
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,2881
106233804094035,Điện lực Việt Nam,These ads ran without a disclaimer,1504
280124715749325,Sự Thật Về Pháp Luân Công,These ads ran without a disclaimer,492
109311801378953,1000 Bài Học Danh Nhân - Những Bài Học Vĩ Đại Từ Những Người Vĩ Đại,These ads ran without a disclaimer,391
106947688921174,Thị Trường Nghỉ Dưỡng,These ads ran without a disclaimer,329
101865258169428,ĐEN Secondhand,ĐEN Secondhand,229
104640271243082,Bách Hóa Ăn Dặm,Bách Hóa Ăn Dặm,184
919479674872321,Báo Nghệ An,Báo Nghệ An,≤100
109432751532773,Lương Y Phạm Văn Thanh 166 Hàm Nghi Lào Cai,These ads ran without a disclaimer,≤100
378454888947214,Roxtec Group,These ads ran without a disclaimer,≤100
