Page ID,Page name,Disclaimer,Amount spent (JMD)
111367981869928,Alric Campbell,Alric Campbell,150
103968065823281,Stevosa's Corner,These ads ran without a disclaimer,≤100
156282627737148,Rachel Rodgers,These ads ran without a disclaimer,≤100
