Page ID,Page name,Disclaimer,Amount spent (AUD)
177072498997234,NSW Electoral Commission,NSW Electoral Commission,6559
879712192044319,Animal Justice Party NSW,Animal Justice Party NSW,3970
119246428679,NSW Labor,NSW Labor,3724
682268945137255,Chris Minns,Chris Minns MP,2915
213476079972,Essential Workers Deserve Better,Mark Morey,2881
44701328033,NSW Liberal Party,"Liberal Party of Australia, NSW Division",2716
129209787133659,NSW Nurses and Midwives' Association,NSW Nurses and Midwives' Association,2254
192946087555045,Insurance Council of Australia,Insurance Council Australia,1949
156271657717715,Nature NSW,Nature Conservation Council of NSW,1813
8422338499,The Wilderness Society,The Wilderness Society,1729
24495551981,The Greens NSW,The Greens NSW,1640
280130718768016,Public Service Association of NSW,Public Service Association of NSW,1326
32799215298,Animals Australia,Animals Australia,1206
105228161893855,Climate 200,Climate 200,1180
532962446729390,Australian Families,Department of Social Services,1173
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,1124
492074414587353,Judith Hannan - Independent for Wollondilly & The Southern Highlands,Judith Hannan,998
234642499897373,FBEU,Fire Brigade Employees Union,905
101934832754638,Joeline Hackman,Joeline Pty Ltd,779
105931422364976,Jacqui Scruby,Jacqui Scruby,739
328641501156991,United Workers Union,United Workers Union,688
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,676
101589645013040,Thrive by Five,Thrive By Five,664
350996037887,Beyond Zero Emissions,Beyond Zero Emissions,627
106572145637277,Helen Conway for North Shore,Helen Conway,622
100317645636097,UniSuper,UniSuper,620
101013236196328,Victoria Davidson for Lane Cove,Victoria Davidson,584
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,571
102735262506370,Amanda Findley for South Coast,The Greens NSW,540
108695110952294,Greens MPs,Greens MPs,491
101063326158536,Kellie Sloane - Liberal Candidate for Vaucluse,"Liberal Party of Australia, NSW Division",449
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,435
555628917805267,Janelle Saffin - Member for Lismore,NSW Labor,427
10113538711,WWF-Australia,WWF-Australia,425
115906901777839,Stuart Ayres,"Liberal Party of Australia, NSW Division",384
109456968666300,Michael Regan - Independent Candidate for Wakehurst,Michael Regan,381
852683904851466,Lyndal Howison - Labor,NSW Labor,337
1776727752614025,Glencore,Glencore Australia,336
106680295615142,Mohit Kumar - Liberal Candidate for Riverstone,"Liberal Party of Australia, NSW Division",327
206887666516310,Jordan Lane - For Ryde,"Liberal Party of Australia, NSW Division",312
120462224723459,NSW Nationals,National Party of Australia - NSW,304
113189828261610,Therese Fedeli - Liberal Candidate for Leppington,"Liberal Party of Australia, NSW Division",297
447447719391089,Health Care Providers Association,Health Care Providers Association,281
76212817063,CARE Australia,CARE Australia,253
2216458428672346,Wendy Lindsay MP East Hills,"Liberal Party of Australia, NSW Division",248
478876985509503,Anthony Roberts,"Liberal Party of Australia, NSW Division",242
114356285318973,Lee Evans MP,"Liberal Party of Australia, NSW Division",242
453750595056,Cancer Council NSW,Cancer Council NSW,240
1407148622837316,Empowered Communities,Empowered Communities,239
107227308410680,Nichole Overall MP,National Party of Australia - NSW,236
101046786173722,Tina Ayyad - Liberal Candidate for Holsworthy,"Liberal Party of Australia, NSW Division",232
2035354493371654,Craig Elliot - Labor for Tweed,Craig Phillip Elliot,230
92824008332,Plan International Australia,Plan International Australia,227
182564410468,Australia for UNHCR,Australia for UNHCR,225
101915752794492,Julia Little - Labor for Drummoyne,Julia Little - Labor for Drummoyne,222
1943258269309425,Equality Australia,Equality Australia,219
112616948322135,Luke Sikora - Liberal Candidate for South Coast,"Liberal Party of Australia, NSW Division",212
262934517220161,Public Education Party,Public Education Party,210
580463748688717,Jenny Leong,The Greens NSW,201
704470226349883,Liza Butler Labor for South Coast,NSW Labor,199
494820897261439,Bank Australia,Bank Australia,198
258785314219353,Newcastle Greens,Greens NSW,194
207984645959183,Shooters Fishers and Farmers Party,Shooters Fishers and Farmers Party,188
105539159106064,Thelma Ghayyem - Greens Candidate for Kellyville,The Greens NSW,188
397307097023253,Justine Elliot MP,Justine Elliot MP,186
89794331215,Oxfam,Oxfam Australia,186
109786965350208,Samantha Talakola - Liberal Candidate for Londonderry,"Liberal Party of Australia, NSW Division",186
511733382217797,Central Coast Greens,The Greens NSW,185
110735624830301,Tim James MP,"Liberal Party of Australia, NSW Division",182
101199832839225,Nathan Bracken - Liberal Candidate for The Entrance,"Liberal Party of Australia, NSW Division",181
103476279348792,Oxley Labor - Greg Vigors,Bellingen Shire Labor,175
1391345791086871,Jason Yat-sen Li MP,JASON YAT-SEN LI,172
116290644687688,Tina Kordrostami - Greens Candidate for Castle Hill,The Greens NSW,167
107611885491813,Russell Fitzpatrick - Liberal Candidate for Bega,"Liberal Party of Australia, NSW Division",162
125812604095801,Invasive Species Council,Invasive Species Council,160
105084998845350,BPH Energy,BPH ENERGY LTD,157
110456094190032,Changing Aged Care,HSU National,156
1474545656154004,Geoff Provest MP,National Party of Australia - NSW,155
68280472472,Queensland Conservation Council,Queensland Conservation Council,155
103217184488035,Kobi Shetty - Greens candidate for Balmain,The Greens NSW,151
67258704085,"The University of Newcastle, Australia","The University of Newcastle, Australia",150
2232624883416629,Melissa McIntosh MP,Melissa McIntosh MP,148
107113675572590,Dirty Dozen,Solutions for Australia,147
103267361369269,Peta Betts for Murray,National Party of Australia - NSW,146
