Page ID,Page name,Disclaimer,Amount spent (VEF)
341721517096411,Radio Asamblea Nacional,an advertiser in Venezuela,14250000
37896015468,"Embajada de los EE.UU., Venezuela",an advertiser in Venezuela,250000
100131432594117,samiralattrach,These ads ran without a disclaimer,136134
282553308522016,Zibilia,These ads ran without a disclaimer,2550
188872144758,CCTV,These ads ran without a disclaimer,≤100
1387178681545505,Concejo Municipal de Junin,an advertiser in Venezuela,≤100
564188034075673,Roberto Enriquez,an advertiser in Venezuela,≤100
101998658413144,Black Streak Anime,These ads ran without a disclaimer,≤100
197592783588258,Certal,These ads ran without a disclaimer,≤100
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,≤100
171596616293058,ROOM diseño,These ads ran without a disclaimer,≤100
106403931777003,JC Medical Supplies,These ads ran without a disclaimer,≤100
