Page ID,Page name,Disclaimer,Amount spent (PLN)
109435040434606,Rzecznik Praw Dziecka,Biuro Rzecznika Praw Dziecka,≤100
107396187476330,LUX MED Stomatologia,"LUX MED Sp. z o.o.,",≤100
273827962690526,Otwarte Klatki,Otwarte Klatki,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
100120136068412,Reo.pl - platforma handlu energią z OZE,Reo.pl Sp. z o.o.,≤100
170854966281100,Wspólnota Burego Misia,Fundacja Wspólnoty Burego Misia im. Bogdana Jańskiego,≤100
104291779009388,Pojęcie małżeństwa w pryzmacie teorii wymogów imperatywnych,Fundacja Instytut Prawa Ustrojowego,≤100
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,≤100
1493760307522390,CityFit,CityFit,≤100
142614625077,WWF Polska,WWF Polska,≤100
185265414715,Onet,Onet,≤100
143951191449,Profinfo.pl,Wolters Kluwer PL,≤100
163488137165461,E.ON Polska,E.ON Polska,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
240730895944771,Fundacja Centrum Solidarności,Fundacja Centrum Solidarności,≤100
199739460042641,Zdrowie w stylu LUX MED,Zdrowie w stylu LUX MED,≤100
258716330911,Instytut Sobieskiego,Instytut Sobieskiego,≤100
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,≤100
