Page ID,Page name,Disclaimer,Amount spent (USD)
146623692652914,ليبيا توا توا,These ads ran without a disclaimer,≤100
268133679872094,الديوان-Aldiwan,الديوان-Aldiwan,≤100
109720245220390,وزارة الصحة بالحكومة الليبية - Ministry of Health. Libyan Government,Mabroukah Asrafeel Saeid,≤100
420772251306205,شركة الخدمات العامة طرابلس,These ads ran without a disclaimer,≤100
119111361145914,اللواء عصام ابوزريبة,اللواء عصام ابوزريبة,≤100
103408078398525,محمد ابولموشه,محمد ابولموشه,≤100
1510006212584964,شركة ariaf libya للمقاولات العامه والاستتمار العقاري,These ads ran without a disclaimer,≤100
107531925443834,Alash \ علاش,Alash,≤100
102697318856209,حزب السلام والازدهار,السلام والازدهار,≤100
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,≤100
980581188646253,ليبيا الاقتصادية,These ads ran without a disclaimer,≤100
