Page ID,Page name,Disclaimer,Amount spent (SAR)
101266249141558,هيئة تطوير محمية الملك سلمان بن عبدالعزيز الملكية,هيئة تطوير محمية الملك سلمان بن عبدالعزيز الملكية,242
103139559428025,Anawer vai,These ads ran without a disclaimer,≤100
101460842681784,TRT Afrika,These ads ran without a disclaimer,≤100
632124420169233,TRT Afrika Hausa,These ads ran without a disclaimer,≤100
565225540184937,CGTN,These ads ran without a disclaimer,≤100
173809122693747,قناة يمن شباب الفضائية Yemen Youth TV channel,These ads ran without a disclaimer,≤100
113445351642100,sealilqueen,These ads ran without a disclaimer,≤100
286094071469577,VINCI Energies,These ads ran without a disclaimer,≤100
101388509327100,Extra famous,These ads ran without a disclaimer,≤100
478297078923452,Big Easy Believer,These ads ran without a disclaimer,≤100
105986175239619,Sea Creature Love,These ads ran without a disclaimer,≤100
821430017924241,Sungrow,These ads ran without a disclaimer,≤100
102187972449274,تطوير للاستثمار الزراعى وادارة المشروعات,These ads ran without a disclaimer,≤100
101749628198714,Promova,These ads ran without a disclaimer,≤100
