Page ID,Page name,Disclaimer,Amount spent (UYU)
165920193432209,Intendencia de Montevideo,Intendencia de Montevideo,851
1663909410533738,Pit-Cnt - oficial,These ads ran without a disclaimer,845
1663909410533738,Pit-Cnt - oficial,PITCNT,743
2229936167288652,Juan Sartori,Equipo Juan Sartori,696
101576612559854,Encuentro ENFA,Encuentro EnFA,511
383445061841675,Casa Grande FA,Casa Grande,251
104021119370476,Rodrigo,These ads ran without a disclaimer,205
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,102
860395507438977,Compromiso con el Cambio,Compromiso con el Cambio,≤100
225968600759645,Andrés Lima,Andrés Lima,≤100
530640683655093,President,These ads ran without a disclaimer,≤100
1633909283493941,Ert Bps,Director Representante del Sector Trabajadores Ramón Ruiz,≤100
559075217782590,Cuerpo de Agua - Mar Velez,These ads ran without a disclaimer,≤100
103988995047541,Diputada Nancy Nuñez Soler,Nancy Nuñez,≤100
294017310722101,Senador Dupont,These ads ran without a disclaimer,≤100
117352551390847,DQS: SEAT of POWER,These ads ran without a disclaimer,≤100
873709012995002,Indo Pacific Fairs,These ads ran without a disclaimer,≤100
104592172188409,Best Novel,These ads ran without a disclaimer,≤100
