Page ID,Page name,Disclaimer,Amount spent (AUD)
177072498997234,NSW Electoral Commission,NSW Electoral Commission,7986
44701328033,NSW Liberal Party,"Liberal Party of Australia, NSW Division",3587
105228161893855,Climate 200,Climate 200,2698
213476079972,Essential Workers Deserve Better,Mark Morey,2610
156271657717715,Nature NSW,Nature Conservation Council of NSW,2307
192946087555045,Insurance Council of Australia,Insurance Council Australia,1602
119246428679,NSW Labor,NSW Labor,1544
24495551981,The Greens NSW,The Greens NSW,1187
682268945137255,Chris Minns,Chris Minns MP,1088
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,1052
532962446729390,Australian Families,Department of Social Services,1024
234642499897373,Fire Brigade Employees' Union (FBEU),Fire Brigade Employees Union,993
280130718768016,Public Service Association of NSW,Public Service Association of NSW,953
105931422364976,Jacqui Scruby,Jacqui Scruby,948
76212817063,CARE Australia,CARE Australia,780
492074414587353,Judith Hannan - Independent for Wollondilly & The Southern Highlands,Judith Hannan,759
101589645013040,Thrive by Five,Thrive By Five,747
350996037887,Beyond Zero Emissions,Beyond Zero Emissions,726
106572145637277,Helen Conway for North Shore,Helen Conway,694
101013236196328,Victoria Davidson for Lane Cove,Victoria Davidson,627
328641501156991,United Workers Union,United Workers Union,553
108287892602643,CFMEU - Construction & General,CFMEU - Construction & General,513
10113538711,WWF-Australia,WWF-Australia,433
101934832754638,Joeline Hackman,Joeline Pty Ltd,426
1776727752614025,Glencore,Glencore Australia,415
453750595056,Cancer Council NSW,Cancer Council NSW,413
494820897261439,Bank Australia,Bank Australia,396
308746806571901,Advance Australia,Advance Australia,392
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,355
447447719391089,Health Care Providers Association,Health Care Providers Association,330
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,291
89794331215,Oxfam,Oxfam Australia,274
92824008332,Plan International Australia,Plan International Australia,266
879712192044319,Animal Justice Party NSW,Animal Justice Party NSW,266
8422338499,The Wilderness Society,The Wilderness Society,263
182564410468,Australia for UNHCR,Australia for UNHCR,257
107611885491813,Russell Fitzpatrick - Liberal Candidate for Bega,"Liberal Party of Australia, NSW Division",218
129209787133659,NSW Nurses and Midwives' Association,NSW Nurses and Midwives' Association,213
262934517220161,Public Education Party,Public Education Party,186
205327792883589,Stuart Robert MP,Stuart Robert MP,185
105084998845350,BPH Energy,BPH ENERGY LTD,171
101915752794492,Julia Little - Labor for Drummoyne,Julia Little - Labor for Drummoyne,171
49453745631,Amnesty International Australia,Amnesty International Australia,168
108132532190868,Ciara Denham - Greens for Tweed,The Greens NSW,157
67258704085,"The University of Newcastle, Australia","The University of Newcastle, Australia",157
102735262506370,Amanda Findley for South Coast,The Greens NSW,156
108988681832210,Karen Freyer,Karen Freyer for Vaucluse,155
511733382217797,Central Coast Greens,The Greens NSW,152
110456094190032,Changing Aged Care,HSU National,147
172094012830551,Australian Paralympic Team,Paralympics Australia,146
115906901777839,Stuart Ayres,"Liberal Party of Australia, NSW Division",145
68280472472,Queensland Conservation Council,Queensland Conservation Council,140
1391345791086871,Jason Yat-sen Li MP,JASON YAT-SEN LI,140
214469265345571,Coffs Harbour Greens,The Greens NSW,138
206887666516310,Jordan Lane - For Ryde,"Liberal Party of Australia, NSW Division",135
125812604095801,Invasive Species Council,Invasive Species Council,132
