Page ID,Page name,Disclaimer,Amount spent (LBP)
1428873024044736,المدن - almodon,المدن - almodon‎,10638
1438703606372190,Elham Said Freiha,Elham Freiha,9119
102023711572671,أساس ميديا -  Asas Media,asasmedia,7599
106197498149118,لبنان الكبير,Grand Lebanon,5426
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,5061
110470091436602,Ici Beyrouth,Ici beyrouth,3040
101241044906111,هنا لبنان,هنا لبنان,2629
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,1520
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,1520
105758000974645,TAQADDOM - تقدم,Taqaddom,1520
103591279192672,شتات نيوز - Shatat News,These ads ran without a disclaimer,≤100
103537701560337,TvSeventeen,Walid Rizk,≤100
101845832471383,Jbeil District - قضاء جبيل,Jbeil District,≤100
324253041382779,Xavier Cormier,These ads ran without a disclaimer,≤100
316496640057,7iber,These ads ran without a disclaimer,≤100
103023169261614,Expo Health Tourism,These ads ran without a disclaimer,≤100
331430457777776,حكواتي الفرات,These ads ran without a disclaimer,≤100
109112633772887,180post,180Post,≤100
488000654896540,Kulluna Irada - كلنا إرادة,Kulluna Irada,≤100
